year,geo,disagg,value
2021,WLD,Total,1510
2021,WLD,Cultural Institution,4
2021,WLD,Educational Institution,232
2021,WLD,Faith-Based Organization,514
2021,WLD,For Profit Corporation,134
2021,WLD,Government,174
2021,WLD,Healthcare Institution,18
2021,WLD,NGO,55
2021,WLD,Other,5
2021,WLD,Pension Fund,185
2021,WLD,Philanthropic Foundation,189
2022,WLD,Total,1554
2022,WLD,Cultural Institution,4
2022,WLD,Educational Institution,243
2022,WLD,Faith-Based Organization,547
2022,WLD,For Profit Corporation,134
2022,WLD,Government,175
2022,WLD,Healthcare Institution,18
2022,WLD,NGO,54
2022,WLD,Other,5
2022,WLD,Pension Fund,185
2022,WLD,Philanthropic Foundation,189
2023,WLD,Total,1612
2023,WLD,Cultural Institution,4
2023,WLD,Educational Institution,262
2023,WLD,Faith-Based Organization,571
2023,WLD,For Profit Corporation,134
2023,WLD,Government,176
2023,WLD,Healthcare Institution,19
2023,WLD,NGO,62
2023,WLD,Other,5
2023,WLD,Pension Fund,189
2023,WLD,Philanthropic Foundation,190
