year,geo,disagg,value
2011,ABW,Total,85
2012,ABW,Total,66
2013,ABW,Total,64
2011,ABW,Official vaccination,2
2012,ABW,Official vaccination,2
2011,ABW,Treatment,83
2012,ABW,Treatment,64
2013,ABW,Treatment,64
2005,AFG,Total,87
2008,AFG,Total,62
2009,AFG,Total,32
2010,AFG,Total,13
2011,AFG,Total,34
2012,AFG,Total,31
2013,AFG,Total,33
2014,AFG,Total,33
2015,AFG,Total,34
2016,AFG,Total,34
2017,AFG,Total,26
2018,AFG,Total,27
2019,AFG,Total,30
2020,AFG,Total,15
2021,AFG,Total,26
2022,AFG,Total,14
2005,AFG,Official vaccination,43
2008,AFG,Official vaccination,32
2009,AFG,Official vaccination,30
2010,AFG,Official vaccination,9
2011,AFG,Official vaccination,32
2012,AFG,Official vaccination,31
2013,AFG,Official vaccination,29
2014,AFG,Official vaccination,29
2015,AFG,Official vaccination,30
2016,AFG,Official vaccination,30
2017,AFG,Official vaccination,22
2018,AFG,Official vaccination,17
2019,AFG,Official vaccination,14
2020,AFG,Official vaccination,7
2021,AFG,Official vaccination,10
2022,AFG,Official vaccination,5
2005,AFG,Treatment,44
2008,AFG,Treatment,30
2009,AFG,Treatment,2
2010,AFG,Treatment,4
2011,AFG,Treatment,2
2013,AFG,Treatment,4
2014,AFG,Treatment,4
2015,AFG,Treatment,4
2016,AFG,Treatment,4
2017,AFG,Treatment,4
2018,AFG,Treatment,10
2019,AFG,Treatment,16
2020,AFG,Treatment,8
2021,AFG,Treatment,16
2022,AFG,Treatment,9
2005,AGO,Total,156
2006,AGO,Total,98
2007,AGO,Total,8
2010,AGO,Total,12
2011,AGO,Total,19
2012,AGO,Total,25
2013,AGO,Total,24
2014,AGO,Total,17
2015,AGO,Total,27
2016,AGO,Total,29
2017,AGO,Total,33
2018,AGO,Total,22
2019,AGO,Total,12
2005,AGO,Official vaccination,22
2006,AGO,Official vaccination,22
2007,AGO,Official vaccination,8
2010,AGO,Official vaccination,12
2011,AGO,Official vaccination,8
2012,AGO,Official vaccination,9
2013,AGO,Official vaccination,10
2014,AGO,Official vaccination,7
2015,AGO,Official vaccination,11
2016,AGO,Official vaccination,9
2017,AGO,Official vaccination,9
2018,AGO,Official vaccination,8
2019,AGO,Official vaccination,5
2005,AGO,Treatment,134
2006,AGO,Treatment,76
2011,AGO,Treatment,11
2012,AGO,Treatment,16
2013,AGO,Treatment,14
2014,AGO,Treatment,10
2015,AGO,Treatment,16
2016,AGO,Treatment,20
2017,AGO,Treatment,24
2018,AGO,Treatment,14
2019,AGO,Treatment,7
2005,ALB,Total,21
2006,ALB,Total,56
2007,ALB,Total,22
2008,ALB,Total,30
2009,ALB,Total,36
2010,ALB,Total,32
2011,ALB,Total,42
2012,ALB,Total,36
2013,ALB,Total,49
2014,ALB,Total,18
2015,ALB,Total,18
2016,ALB,Total,16
2017,ALB,Total,15
2018,ALB,Total,16
2019,ALB,Total,20
2022,ALB,Total,22
2005,ALB,Official vaccination,10
2006,ALB,Official vaccination,24
2007,ALB,Official vaccination,10
2008,ALB,Official vaccination,16
2009,ALB,Official vaccination,18
2010,ALB,Official vaccination,15
2011,ALB,Official vaccination,18
2012,ALB,Official vaccination,16
2013,ALB,Official vaccination,29
2014,ALB,Official vaccination,12
2015,ALB,Official vaccination,12
2016,ALB,Official vaccination,12
2017,ALB,Official vaccination,10
2018,ALB,Official vaccination,8
2019,ALB,Official vaccination,12
2022,ALB,Official vaccination,8
2005,ALB,Treatment,11
2006,ALB,Treatment,32
2007,ALB,Treatment,12
2008,ALB,Treatment,14
2009,ALB,Treatment,18
2010,ALB,Treatment,17
2011,ALB,Treatment,24
2012,ALB,Treatment,20
2013,ALB,Treatment,20
2014,ALB,Treatment,6
2015,ALB,Treatment,6
2016,ALB,Treatment,4
2017,ALB,Treatment,5
2018,ALB,Treatment,8
2019,ALB,Treatment,8
2022,ALB,Treatment,14
2005,AND,Total,12
2006,AND,Total,16
2007,AND,Total,16
2008,AND,Total,20
2009,AND,Total,20
2010,AND,Total,18
2011,AND,Total,34
2012,AND,Total,14
2013,AND,Total,14
2014,AND,Total,12
2015,AND,Total,10
2016,AND,Total,9
2017,AND,Total,6
2018,AND,Total,9
2019,AND,Total,13
2005,AND,Official vaccination,10
2006,AND,Official vaccination,14
2007,AND,Official vaccination,14
2008,AND,Official vaccination,18
2009,AND,Official vaccination,18
2010,AND,Official vaccination,16
