year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,Total,0.0024,,,,
2011,WLD,Total,0.0077,,,,
2012,WLD,Total,0.021,,,,
2013,WLD,Total,0.041,,,,
2014,WLD,Total,0.073,,,,
2015,WLD,Total,0.12,,,,
2016,WLD,Total,0.19,,,,
2017,WLD,Total,0.29,,,,
2018,WLD,Total,0.45,,,,
2019,WLD,Total,0.62,,,,
2020,WLD,Total,0.86,,,,
2021,WLD,Total,1.4,,,,
2022,WLD,Total,2.1,,,,
2023,WLD,Total,3.2,,,,
2024,WLD,Total,4.5,,,,
2025,WLD,Total,,6.4,6.0,6.5,8.0
2026,WLD,Total,,9.2,8.8,11.0,12.0
2027,WLD,Total,,13,11.3,14.8,18.0
2028,WLD,Total,,,15.0,19.0,25.0
2029,WLD,Total,,,20.0,25.9,32.0
2030,WLD,Total,,,25.0,33.0,40.0
2031,WLD,Total,,,31.0,39.0,45.0
2032,WLD,Total,,,37.0,44.3,50.0
2033,WLD,Total,,,43.0,50.0,55.0
2034,WLD,Total,,,49.0,55.0,60.0
2035,WLD,Total,,,55.0,60.0,65.0
2036,WLD,Total,,,60.0,65.0,71.0
2037,WLD,Total,,,64.0,70.0,77.6
2038,WLD,Total,,,68.0,75.0,82.5
2039,WLD,Total,,,72.0,79.8,86.5
2040,WLD,Total,,,75.0,83.0,90.0
2041,WLD,Total,,,78.5,86.3,92.3
2042,WLD,Total,,,82.0,88.8,94.2
2043,WLD,Total,,,85.3,90.9,95.7
2044,WLD,Total,,,87.7,92.6,96.8
2045,WLD,Total,,,89.7,94.0,97.6
2046,WLD,Total,,,91.4,95.2,98.3
2047,WLD,Total,,,92.8,96.2,98.7
2048,WLD,Total,,,94.0,96.9,99.1
2049,WLD,Total,,,94.6,97.5,99.3
2050,WLD,Total,,,95.0,98.0,100.0
2010,WLD,BEVs,0.0024,,,,
2011,WLD,BEVs,0.0066,,,,
2012,WLD,BEVs,0.013,,,,
2013,WLD,BEVs,0.024,,,,
2014,WLD,BEVs,0.042,,,,
2015,WLD,BEVs,0.07,,,,
2016,WLD,BEVs,0.11,,,,
2017,WLD,BEVs,0.18,,,,
2018,WLD,BEVs,0.28,,,,
2019,WLD,BEVs,0.41,,,,
2020,WLD,BEVs,0.57,,,,
2021,WLD,BEVs,0.94,,,,
2022,WLD,BEVs,1.5,,,,
2023,WLD,BEVs,2.2,,,,
2024,WLD,BEVs,3,,,,
2010,WLD,PHEVs,0.000047,,,,
2011,WLD,PHEVs,0.0011,,,,
2012,WLD,PHEVs,0.0077,,,,
2013,WLD,PHEVs,0.017,,,,
2014,WLD,PHEVs,0.031,,,,
2015,WLD,PHEVs,0.05,,,,
2016,WLD,PHEVs,0.076,,,,
2017,WLD,PHEVs,0.11,,,,
2018,WLD,PHEVs,0.17,,,,
2019,WLD,PHEVs,0.21,,,,
2020,WLD,PHEVs,0.29,,,,
2021,WLD,PHEVs,0.46,,,,
2022,WLD,PHEVs,0.65,,,,
2023,WLD,PHEVs,0.96,,,,
2024,WLD,PHEVs,1.5,,,,
2010,WLD,FCEVs,0.0000031,,,,
2011,WLD,FCEVs,0.000003,,,,
2012,WLD,FCEVs,0.0000029,,,,
2013,WLD,FCEVs,0.0000028,,,,
2014,WLD,FCEVs,0.0000089,,,,
2015,WLD,FCEVs,0.000078,,,,
2016,WLD,FCEVs,0.00029,,,,
2017,WLD,FCEVs,0.00064,,,,
2018,WLD,FCEVs,0.00097,,,,
2019,WLD,FCEVs,0.0016,,,,
2020,WLD,FCEVs,0.0022,,,,
2021,WLD,FCEVs,0.0036,,,,
2022,WLD,FCEVs,0.0046,,,,
2023,WLD,FCEVs,0.0053,,,,
2024,WLD,FCEVs,0.0054,,,,
2011,AUS,BEVs,0.00039,,,,
2012,AUS,BEVs,0.0018,,,,
2013,AUS,BEVs,0.0032,,,,
2014,AUS,BEVs,0.0058,,,,
2015,AUS,BEVs,0.011,,,,
2016,AUS,BEVs,0.016,,,,
2017,AUS,BEVs,0.024,,,,
2018,AUS,BEVs,0.037,,,,
2019,AUS,BEVs,0.082,,,,
2020,AUS,BEVs,0.11,,,,
2021,AUS,BEVs,0.23,,,,
2022,AUS,BEVs,0.45,,,,
2023,AUS,BEVs,0.99,,,,
2024,AUS,BEVs,1.6,,,,
