year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
1991,WLD,Total,1.4,,,,
1992,WLD,Total,1.5,,,,
1993,WLD,Total,1.6,,,,
1994,WLD,Total,1.8,,,,
1995,WLD,Total,1.8,,,,
1996,WLD,Total,2.0,,,,
1997,WLD,Total,2.1,,,,
1998,WLD,Total,2.2,,,,
1999,WLD,Total,2.4,,,,
2000,WLD,Total,2.5,,,,
2001,WLD,Total,2.7,,,,
2002,WLD,Total,2.8,,,,
2003,WLD,Total,3.0,,,,
2004,WLD,Total,3.1,,,,
2005,WLD,Total,3.2,,,,
2006,WLD,Total,3.4,,,,
2007,WLD,Total,3.6,,,,
2008,WLD,Total,3.6,,,,
2009,WLD,Total,3.6,,,,
2010,WLD,Total,3.8,,,,
2011,WLD,Total,4.0,,,,
2012,WLD,Total,4.0,,,,
2013,WLD,Total,4.1,,,,
2014,WLD,Total,4.2,,,,
2015,WLD,Total,4.3,,,,
2016,WLD,Total,4.3,,,,
2017,WLD,Total,4.4,,,,
2018,WLD,Total,4.4,,,,
2019,WLD,Total,4.4,,,,
2024,WLD,Total,,4.8,,,
1991,WLD,Canada,0.03,,,,
1992,WLD,Canada,0.03,,,,
1993,WLD,Canada,0.03,,,,
1994,WLD,Canada,0.03,,,,
1995,WLD,Canada,0.03,,,,
1996,WLD,Canada,0.04,,,,
1997,WLD,Canada,0.04,,,,
1998,WLD,Canada,0.04,,,,
1999,WLD,Canada,0.04,,,,
2000,WLD,Canada,0.04,,,,
2001,WLD,Canada,0.04,,,,
2002,WLD,Canada,0.04,,,,
2003,WLD,Canada,0.04,,,,
2004,WLD,Canada,0.04,,,,
2005,WLD,Canada,0.04,,,,
2006,WLD,Canada,0.04,,,,
2007,WLD,Canada,0.04,,,,
2008,WLD,Canada,0.04,,,,
2009,WLD,Canada,0.04,,,,
2010,WLD,Canada,0.04,,,,
2011,WLD,Canada,0.04,,,,
2012,WLD,Canada,0.04,,,,
2013,WLD,Canada,0.04,,,,
2014,WLD,Canada,0.04,,,,
2015,WLD,Canada,0.04,,,,
2016,WLD,Canada,0.04,,,,
2017,WLD,Canada,0.04,,,,
2018,WLD,Canada,0.03,,,,
