year,geo,disagg,value
2015,WLD,Pulp and paper,28
2016,WLD,Pulp and paper,30
2017,WLD,Pulp and paper,34
2018,WLD,Pulp and paper,26
2019,WLD,Pulp and paper,45
2020,WLD,Pulp and paper,37
2021,WLD,Pulp and paper,35
2022,WLD,Pulp and paper,34
2023,WLD,Pulp and paper,37
2024,WLD,Pulp and paper,48
2015,WLD,Timber,30
2016,WLD,Timber,30
2017,WLD,Timber,35
2018,WLD,Timber,27
2019,WLD,Timber,28
2020,WLD,Timber,30
2021,WLD,Timber,26
2022,WLD,Timber,28
2023,WLD,Timber,31
2024,WLD,Timber,35
2015,WLD,Total,29
2016,WLD,Total,30
2017,WLD,Total,35
2018,WLD,Total,26
2019,WLD,Total,44
2020,WLD,Total,31
2021,WLD,Total,30
2022,WLD,Total,33
2023,WLD,Total,36
2024,WLD,Total,47
