year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,JPN,"Agriculture, forestry and fisheries",460,,,,
2005,JPN,"Agriculture, forestry and fisheries",450,,,,
2010,JPN,"Agriculture, forestry and fisheries",470,,,,
2015,JPN,"Agriculture, forestry and fisheries",490,,,,
2018,JPN,"Agriculture, forestry and fisheries",510,,,,
2000,JPN,Mining,5.6,,,,
2005,JPN,Mining,4.8,,,,
2010,JPN,Mining,4.8,,,,
2015,JPN,Mining,4.8,,,,
2018,JPN,Mining,4,,,,
2000,JPN,"Food, Beverages, Feed, Fertilizer, Tobacco",1260,,,,
2005,JPN,"Food, Beverages, Feed, Fertilizer, Tobacco",1210,,,,
2010,JPN,"Food, Beverages, Feed, Fertilizer, Tobacco",1230,,,,
2015,JPN,"Food, Beverages, Feed, Fertilizer, Tobacco",1380,,,,
2018,JPN,"Food, Beverages, Feed, Fertilizer, Tobacco",1410,,,,
2000,JPN,Textiles,3160,,,,
2005,JPN,Textiles,2690,,,,
2010,JPN,Textiles,3030,,,,
2015,JPN,Textiles,2960,,,,
2018,JPN,Textiles,2910,,,,
2000,JPN,Wood and furniture,1150,,,,
2005,JPN,Wood and furniture,1040,,,,
2010,JPN,Wood and furniture,1030,,,,
2015,JPN,Wood and furniture,1150,,,,
2018,JPN,Wood and furniture,1140,,,,
2000,JPN,Paper/printing/publishing,1910,,,,
2005,JPN,Paper/printing/publishing,2050,,,,
2010,JPN,Paper/printing/publishing,1900,,,,
2015,JPN,Paper/printing/publishing,2080,,,,
2018,JPN,Paper/printing/publishing,2100,,,,
2000,JPN,Chemicals,950,,,,
2005,JPN,Chemicals,820,,,,
2010,JPN,Chemicals,900,,,,
2015,JPN,Chemicals,900,,,,
2018,JPN,Chemicals,880,,,,
2000,JPN,Petroleum and coal products,220,,,,
2005,JPN,Petroleum and coal products,270,,,,
2010,JPN,Petroleum and coal products,320,,,,
2015,JPN,Petroleum and coal products,320,,,,
2018,JPN,Petroleum and coal products,330,,,,
2000,JPN,Ceramic and aggregates,110,,,,
2005,JPN,Ceramic and aggregates,130,,,,
2010,JPN,Ceramic and aggregates,160,,,,
2015,JPN,Ceramic and aggregates,230,,,,
2018,JPN,Ceramic and aggregates,240,,,,
2000,JPN,Metal,160,,,,
2005,JPN,Metal,210,,,,
2010,JPN,Metal,210,,,,
2015,JPN,Metal,200,,,,
2018,JPN,Metal,180,,,,
2000,JPN,Machinery,1090,,,,
2005,JPN,Machinery,1040,,,,
2010,JPN,Machinery,1040,,,,
2015,JPN,Machinery,980,,,,
2018,JPN,Machinery,900,,,,
2000,JPN,Other manufacturing,1740,,,,
2005,JPN,Other manufacturing,1560,,,,
2010,JPN,Other manufacturing,1690,,,,
2015,JPN,Other manufacturing,1820,,,,
2018,JPN,Other manufacturing,1770,,,,
2000,JPN,Public Works,290,,,,
2005,JPN,Public Works,350,,,,
2010,JPN,Public Works,430,,,,
2015,JPN,Public Works,490,,,,
2018,JPN,Public Works,560,,,,
2000,JPN,Other construction,700,,,,
2005,JPN,Other construction,780,,,,
2010,JPN,Other construction,840,,,,
2015,JPN,Other construction,920,,,,
2018,JPN,Other construction,940,,,,
2000,JPN,Electricity/Gas/Water,930,,,,
2005,JPN,Electricity/Gas/Water,1080,,,,
2010,JPN,Electricity/Gas/Water,950,,,,
2015,JPN,Electricity/Gas/Water,860,,,,
2018,JPN,Electricity/Gas/Water,920,,,,
2000,JPN,Transportation,3540,,,,
2005,JPN,Transportation,3180,,,,
2010,JPN,Transportation,3020,,,,
2015,JPN,Transportation,3920,,,,
2018,JPN,Transportation,3770,,,,
2000,JPN,Medical/health/social security/nursing care ,6090,,,,
2005,JPN,Medical/health/social security/nursing care ,6040,,,,
2010,JPN,Medical/health/social security/nursing care ,6280,,,,
2015,JPN,Medical/health/social security/nursing care ,7060,,,,
2018,JPN,Medical/health/social security/nursing care ,6890,,,,
2000,JPN,Others,8000,,,,
2005,JPN,Others,7380,,,,
2010,JPN,Others,7330,,,,
2015,JPN,Others,8390,,,,
2018,JPN,Others,7940,,,,
2000,JPN,Total,1765,,,,
2005,JPN,Total,1682,,,,
2010,JPN,Total,1713,,,,
2015,JPN,Total,1897,,,,
2018,JPN,Total,1855,,,,
