year,geo,disagg,value
2000,WLD,Total,0.04
2001,WLD,Total,0.1
2002,WLD,Total,0.12
2003,WLD,Total,0.11
2004,WLD,Total,0.11
2005,WLD,Total,0.17
2006,WLD,Total,0.35
2007,WLD,Total,0.58
2008,WLD,Total,1.3
2009,WLD,Total,1.2
2010,WLD,Total,1.2
2011,WLD,Total,1.2
2012,WLD,Total,2.1
2013,WLD,Total,2.3
2014,WLD,Total,3.3
2015,WLD,Total,3.4
2016,WLD,Total,2.6
2017,WLD,Total,2.8
2018,WLD,Total,2.7
2019,WLD,Total,4.8
2020,WLD,Total,6.1
2021,WLD,Total,4.5
2022,WLD,Total,2.6
2000,WLD,Buyback of vessel and license,0
2001,WLD,Buyback of vessel and license,0
2002,WLD,Buyback of vessel and license,0.03
2003,WLD,Buyback of vessel and license,0.01
2004,WLD,Buyback of vessel and license,0.02
2005,WLD,Buyback of vessel and license,0.05
2006,WLD,Buyback of vessel and license,0.07
2007,WLD,Buyback of vessel and license,0.19
2008,WLD,Buyback of vessel and license,0.44
2009,WLD,Buyback of vessel and license,0.34
2010,WLD,Buyback of vessel and license,0.32
2011,WLD,Buyback of vessel and license,0.25
2012,WLD,Buyback of vessel and license,0.26
2013,WLD,Buyback of vessel and license,0.27
2014,WLD,Buyback of vessel and license,0.22
2015,WLD,Buyback of vessel and license,0.27
2016,WLD,Buyback of vessel and license,0.25
2017,WLD,Buyback of vessel and license,0.4
2018,WLD,Buyback of vessel and license,0.16
2019,WLD,Buyback of vessel and license,0.98
2020,WLD,Buyback of vessel and license,2.1
2021,WLD,Buyback of vessel and license,0.35
2022,WLD,Buyback of vessel and license,0.1
2000,WLD,Direct fisher income support,0.02
2001,WLD,Direct fisher income support,0.06
2002,WLD,Direct fisher income support,0.05
2003,WLD,Direct fisher income support,0.07
2004,WLD,Direct fisher income support,0.07
2005,WLD,Direct fisher income support,0.08
2006,WLD,Direct fisher income support,0.21
2007,WLD,Direct fisher income support,0.31
2008,WLD,Direct fisher income support,0.7
