year,geo,disagg,value
2014,WLD,Total,12.6
2015,WLD,Total,11.7
2016,WLD,Total,8.4
2017,WLD,Total,13.2
2018,WLD,Total,18.2
2019,WLD,Total,13.6
2020,WLD,Total,10.5
2021,WLD,Total,14.3
2022,WLD,Total,9
2023,WLD,Total,15
2014,WLD,Climate financing,8.6
2015,WLD,Climate financing,5.4
2016,WLD,Climate financing,5.3
2017,WLD,Climate financing,10.1
2018,WLD,Climate financing,13.7
2019,WLD,Climate financing,7.7
2020,WLD,Climate financing,7.7
2021,WLD,Climate financing,11.4
2022,WLD,Climate financing,5.6
2023,WLD,Climate financing,11.6
2014,WLD,Other,4
2015,WLD,Other,6.3
2016,WLD,Other,3.1
2017,WLD,Other,3.1
2018,WLD,Other,4.5
2019,WLD,Other,5.9
2020,WLD,Other,2.8
2021,WLD,Other,2.9
2022,WLD,Other,3.4
2023,WLD,Other,3.4
