year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,WLD,Total,8.5,,,,
2001,WLD,Total,9.2,,,,
2002,WLD,Total,9.9,,,,
2003,WLD,Total,11,,,,
2004,WLD,Total,11,,,,
2005,WLD,Total,12,,,,
2006,WLD,Total,13,,,,
2007,WLD,Total,14,,,,
2008,WLD,Total,15,,,,
2009,WLD,Total,16,,,,
2010,WLD,Total,18,,,,
2011,WLD,Total,19,,,,
2012,WLD,Total,20,,,,
2013,WLD,Total,21,,,,
2014,WLD,Total,23,,,,
2015,WLD,Total,24,,,,
2016,WLD,Total,26,,,,
2017,WLD,Total,27,,,,
2018,WLD,Total,29,,,,
2019,WLD,Total,30,,,,
2024,WLD,Total,,37.56,,,
2000,WLD,Australia and New Zealand,0.0061,,,,
2001,WLD,Australia and New Zealand,0.0067,,,,
2002,WLD,Australia and New Zealand,0.0074,,,,
2003,WLD,Australia and New Zealand,0.0081,,,,
2004,WLD,Australia and New Zealand,0.0089,,,,
2005,WLD,Australia and New Zealand,0.0098,,,,
2006,WLD,Australia and New Zealand,0.011,,,,
2007,WLD,Australia and New Zealand,0.012,,,,
2008,WLD,Australia and New Zealand,0.013,,,,
2009,WLD,Australia and New Zealand,0.014,,,,
2010,WLD,Australia and New Zealand,0.015,,,,
2011,WLD,Australia and New Zealand,0.017,,,,
2012,WLD,Australia and New Zealand,0.018,,,,
2013,WLD,Australia and New Zealand,0.019,,,,
2014,WLD,Australia and New Zealand,0.021,,,,
2015,WLD,Australia and New Zealand,0.023,,,,
2016,WLD,Australia and New Zealand,0.024,,,,
2017,WLD,Australia and New Zealand,0.026,,,,
2018,WLD,Australia and New Zealand,0.028,,,,
2019,WLD,Australia and New Zealand,0.030,,,,
2000,WLD,Canada,0.17,,,,
2001,WLD,Canada,0.18,,,,
2002,WLD,Canada,0.19,,,,
2003,WLD,Canada,0.21,,,,
2004,WLD,Canada,0.22,,,,
2005,WLD,Canada,0.23,,,,
2006,WLD,Canada,0.24,,,,
2007,WLD,Canada,0.26,,,,
2008,WLD,Canada,0.27,,,,
2009,WLD,Canada,0.28,,,,
2010,WLD,Canada,0.30,,,,
2011,WLD,Canada,0.31,,,,
2012,WLD,Canada,0.33,,,,
2013,WLD,Canada,0.34,,,,
2014,WLD,Canada,0.36,,,,
2015,WLD,Canada,0.37,,,,
2016,WLD,Canada,0.39,,,,
2017,WLD,Canada,0.40,,,,
2018,WLD,Canada,0.42,,,,
2019,WLD,Canada,0.43,,,,
2000,WLD,China,0.68,,,,
2001,WLD,China,0.77,,,,
2002,WLD,China,0.86,,,,
2003,WLD,China,0.96,,,,
2004,WLD,China,1.1,,,,
2005,WLD,China,1.2,,,,
2006,WLD,China,1.3,,,,
2007,WLD,China,1.5,,,,
2008,WLD,China,1.6,,,,
2009,WLD,China,1.8,,,,
2010,WLD,China,1.9,,,,
2011,WLD,China,2.1,,,,
2012,WLD,China,2.3,,,,
2013,WLD,China,2.5,,,,
2014,WLD,China,2.7,,,,
2015,WLD,China,2.9,,,,
2016,WLD,China,3.2,,,,
2017,WLD,China,3.4,,,,
2018,WLD,China,3.7,,,,
2019,WLD,China,3.9,,,,
2000,WLD,EU countries in OECD,1.5,,,,
2001,WLD,EU countries in OECD,1.6,,,,
2002,WLD,EU countries in OECD,1.7,,,,
2003,WLD,EU countries in OECD,1.8,,,,
2004,WLD,EU countries in OECD,1.9,,,,
2005,WLD,EU countries in OECD,2.0,,,,
2006,WLD,EU countries in OECD,2.1,,,,
2007,WLD,EU countries in OECD,2.2,,,,
2008,WLD,EU countries in OECD,2.3,,,,
2009,WLD,EU countries in OECD,2.4,,,,
2010,WLD,EU countries in OECD,2.5,,,,
2011,WLD,EU countries in OECD,2.7,,,,
2012,WLD,EU countries in OECD,2.8,,,,
2013,WLD,EU countries in OECD,2.9,,,,
2014,WLD,EU countries in OECD,3.0,,,,
2015,WLD,EU countries in OECD,3.1,,,,
2016,WLD,EU countries in OECD,3.2,,,,
2017,WLD,EU countries in OECD,3.3,,,,
2018,WLD,EU countries in OECD,3.5,,,,
2019,WLD,EU countries in OECD,3.6,,,,
2000,WLD,EU non-OECD countries,0.018,,,,
2001,WLD,EU non-OECD countries,0.019,,,,
2002,WLD,EU non-OECD countries,0.021,,,,
