year,geo,disagg_type,disagg,value
2017,WLD,All,Total,1
2018,WLD,All,Total,2
2019,WLD,All,Total,4
2020,WLD,All,Total,13
2021,WLD,All,Total,23
2022,WLD,All,Total,30
2023,WLD,All,Total,53
2024,WLD,All,Total,59
2024,WLD,Demand creation,In force,13
2024,WLD,Demand creation,Announced,13
2024,WLD,Mitigate investment risks,In force,31
2024,WLD,Mitigate investment risks,Announced,18
2024,WLD,Promote RD&D,In force,19
2024,WLD,"Support regulations, standards and certificates",In force,23
2022,ZAF,All,Total,1
2023,ZAF,All,Total,1
2024,ZAF,All,Total,1
2024,VNM,All,Total,1
2023,USA,All,Total,1
2024,USA,All,Total,1
2023,URY,All,Total,1
2024,URY,All,Total,1
2023,TUR,All,Total,1
2024,TUR,All,Total,1
2024,TUN,All,Total,1
2021,SVK,All,Total,1
2022,SVK,All,Total,1
2023,SVK,All,Total,1
2024,SVK,All,Total,1
2023,SGP,All,Total,1
2024,SGP,All,Total,1
2020,RUS,All,Total,1
2021,RUS,All,Total,1
2022,RUS,All,Total,1
2023,RUS,All,Total,1
2024,RUS,All,Total,1
2023,ROU,All,Total,1
2024,ROU,All,Total,1
2020,PRT,All,Total,1
2021,PRT,All,Total,1
2022,PRT,All,Total,1
2023,PRT,All,Total,1
2024,PRT,All,Total,1
2021,POL,All,Total,1
2022,POL,All,Total,1
2023,POL,All,Total,1
2024,POL,All,Total,1
2023,PAN,All,Total,1
2024,PAN,All,Total,1
2022,OMN,All,Total,1
2023,OMN,All,Total,1
2024,OMN,All,Total,1
2023,NZL,All,Total,1
2024,NZL,All,Total,1
2020,NOR,All,Total,1
2021,NOR,All,Total,1
2022,NOR,All,Total,1
2023,NOR,All,Total,1
2024,NOR,All,Total,1
2020,NLD,All,Total,1
2021,NLD,All,Total,1
2022,NLD,All,Total,1
2023,NLD,All,Total,1
2024,NLD,All,Total,1
2022,NAM,All,Total,1
2023,NAM,All,Total,1
2024,NAM,All,Total,1
2023,MYS,All,Total,1
2024,MYS,All,Total,1
2023,MRT,All,Total,1
2024,MRT,All,Total,1
2021,MAR,All,Total,1
2022,MAR,All,Total,1
2023,MAR,All,Total,1
2024,MAR,All,Total,1
2021,LUX,All,Total,1
2022,LUX,All,Total,1
2023,LUX,All,Total,1
2024,LUX,All,Total,1
