year,geo,disagg,value
2010,WLD,ODA for curbing ocean pollution from land,1.9
2011,WLD,ODA for curbing ocean pollution from land,2
2012,WLD,ODA for curbing ocean pollution from land,1.9
2013,WLD,ODA for curbing ocean pollution from land,2.2
2014,WLD,ODA for curbing ocean pollution from land,1.2
2015,WLD,ODA for curbing ocean pollution from land,1.6
2016,WLD,ODA for curbing ocean pollution from land,1.7
2017,WLD,ODA for curbing ocean pollution from land,1.6
2018,WLD,ODA for curbing ocean pollution from land,1.9
2019,WLD,ODA for curbing ocean pollution from land,1.9
2020,WLD,ODA for curbing ocean pollution from land,2.8
2021,WLD,ODA for curbing ocean pollution from land,1.8
2022,WLD,ODA for curbing ocean pollution from land,2.7
2023,WLD,ODA for curbing ocean pollution from land,2.4
2024,WLD,ODA for curbing ocean pollution from land,2.1
2010,WLD,ODA for management of plastics specifically,0.15
2011,WLD,ODA for management of plastics specifically,0.06
2012,WLD,ODA for management of plastics specifically,0.016
2013,WLD,ODA for management of plastics specifically,0.095
2014,WLD,ODA for management of plastics specifically,0.033
2015,WLD,ODA for management of plastics specifically,0.083
2016,WLD,ODA for management of plastics specifically,0.048
2017,WLD,ODA for management of plastics specifically,0.13
2018,WLD,ODA for management of plastics specifically,0.15
2019,WLD,ODA for management of plastics specifically,0.22
2020,WLD,ODA for management of plastics specifically,0.26
2021,WLD,ODA for management of plastics specifically,0.42
2022,WLD,ODA for management of plastics specifically,0.28
2023,WLD,ODA for management of plastics specifically,0.81
2024,WLD,ODA for management of plastics specifically,1
2010,WLD,ODA for solid waste management generally,0.86
2011,WLD,ODA for solid waste management generally,0.45
2012,WLD,ODA for solid waste management generally,0.37
2013,WLD,ODA for solid waste management generally,0.66
2014,WLD,ODA for solid waste management generally,0.3
2015,WLD,ODA for solid waste management generally,0.27
2016,WLD,ODA for solid waste management generally,0.44
2017,WLD,ODA for solid waste management generally,0.56
2018,WLD,ODA for solid waste management generally,0.49
2019,WLD,ODA for solid waste management generally,0.48
2020,WLD,ODA for solid waste management generally,0.7
2021,WLD,ODA for solid waste management generally,0.72
2022,WLD,ODA for solid waste management generally,1.3
2023,WLD,ODA for solid waste management generally,1.1
2024,WLD,ODA for solid waste management generally,1.2
2015,WLD,Philanthropic funding for pollution and industrial stressors,0.013
2016,WLD,Philanthropic funding for pollution and industrial stressors,0.026
2017,WLD,Philanthropic funding for pollution and industrial stressors,0.018
2018,WLD,Philanthropic funding for pollution and industrial stressors,0.024
2019,WLD,Philanthropic funding for pollution and industrial stressors,0.063
2020,WLD,Philanthropic funding for pollution and industrial stressors,0.069
2021,WLD,Philanthropic funding for pollution and industrial stressors,0.043
2022,WLD,Philanthropic funding for pollution and industrial stressors,0.047
2023,WLD,Philanthropic funding for pollution and industrial stressors,0.058
2024,WLD,Philanthropic funding for pollution and industrial stressors,0.028
