year,geo,disagg,value
2020,ALB,Total,0.01
2020,ALB,Hydropower,0.01
2020,ALB,Solar Heating / Cooling,0
2020,ALB,Solar Photovoltaic,0
2020,DZA,Total,0
2020,DZA,Others,0
2020,DZA,Solar Photovoltaic,0
2020,AGO,Total,0
2020,AGO,Hydropower,0
2020,ARG,Total,0.03
2020,ARG,Biogas,0
2020,ARG,Hydropower,0.02
2020,ARG,Liquid Biofuels,0
2020,ARG,Solar Heating / Cooling,0
2020,ARG,Solar Photovoltaic,0
2020,ARG,Solid Biomass,0
2020,ARG,Wind Energy,0
2020,AUS,Total,0.07
2020,AUS,Geothermal Energy,0
2020,AUS,Hydropower,0
2020,AUS,Others,0
2020,AUS,Solar Heating / Cooling,0
2020,AUS,Solar Photovoltaic,0.05
2020,AUS,Solid Biomass,0
2020,AUS,Wind Energy,0.01
2020,AUT,Total,0.03
2020,AUT,Biogas,0
2020,AUT,Geothermal Energy,0
2020,AUT,Hydropower,0.01
2020,AUT,Liquid Biofuels,0
2020,AUT,Municipal and industrial waste,0
2020,AUT,Solar Heating / Cooling,0
2020,AUT,Solar Photovoltaic,0
2020,AUT,Solid Biomass,0.01
2020,AUT,Wind Energy,0
2020,AZE,Total,0
2020,AZE,Hydropower,0
2020,BGD,Total,0.13
2020,BGD,Biogas,0.01
2020,BGD,Hydropower,0
2020,BGD,Others,0
2020,BGD,Solar Photovoltaic,0.11
2020,BGD,Wind Energy,0
2020,BRB,Total,0
2020,BRB,Solar Heating / Cooling,0
2020,BLR,Total,0
2020,BLR,Solar Photovoltaic,0
2020,BLR,Wind Energy,0
2020,BEL,Total,0.02
2020,BEL,Biogas,0
2020,BEL,Geothermal Energy,0
2020,BEL,Hydropower,0
2020,BEL,Liquid Biofuels,0
2020,BEL,Municipal and industrial waste,0
2020,BEL,Solar Heating / Cooling,0
2020,BEL,Solar Photovoltaic,0.01
2020,BEL,Solid Biomass,0
2020,BEL,Wind Energy,0.01
2020,BWA,Total,0
2020,BWA,Solar Heating / Cooling,0
2020,BRA,Total,1.2
2020,BRA,Hydropower,0.18
2020,BRA,Liquid Biofuels,0.87
