year,geo,disagg,value
2010,WLD,Total,621
2011,WLD,Total,768
2012,WLD,Total,845
2013,WLD,Total,831
2014,WLD,Total,740
2015,WLD,Total,527
2016,WLD,Total,466
2017,WLD,Total,518
2018,WLD,Total,657
2019,WLD,Total,558
2020,WLD,Total,375
2021,WLD,Total,732
2010,WLD,Coal,24
2011,WLD,Coal,24
2012,WLD,Coal,24
2013,WLD,Coal,22
2014,WLD,Coal,21
2015,WLD,Coal,21
2016,WLD,Coal,18
2017,WLD,Coal,21
2018,WLD,Coal,22
2019,WLD,Coal,21
2020,WLD,Coal,22
2021,WLD,Coal,23
2010,WLD,End-use electricity,158
2011,WLD,End-use electricity,188
2012,WLD,End-use electricity,192
2013,WLD,End-use electricity,181
2014,WLD,End-use electricity,168
2015,WLD,End-use electricity,138
2016,WLD,End-use electricity,153
2017,WLD,End-use electricity,155
2018,WLD,End-use electricity,198
2019,WLD,End-use electricity,163
2020,WLD,End-use electricity,92
2021,WLD,End-use electricity,211
2010,WLD,Natural gas,136
2011,WLD,Natural gas,142
2012,WLD,Natural gas,162
2013,WLD,Natural gas,155
2014,WLD,Natural gas,133
2015,WLD,Natural gas,106
2016,WLD,Natural gas,79
2017,WLD,Natural gas,86
2018,WLD,Natural gas,124
2019,WLD,Natural gas,82
2020,WLD,Natural gas,63
2021,WLD,Natural gas,172
2010,WLD,Petroleum,303
2011,WLD,Petroleum,414
2012,WLD,Petroleum,466
2013,WLD,Petroleum,474
2014,WLD,Petroleum,418
2015,WLD,Petroleum,261
2016,WLD,Petroleum,215
2017,WLD,Petroleum,256
2018,WLD,Petroleum,313
2019,WLD,Petroleum,291
2020,WLD,Petroleum,197
2021,WLD,Petroleum,326
2010,AUT,Coal,0.04
2010,BLR,Coal,0
2010,BRA,Coal,0.04
2010,CAN,Coal,0
2010,CHE,Coal,0.01
2010,CZE,Coal,0.05
2010,DEU,Coal,3.29
2010,DNK,Coal,0.34
2010,EST,Coal,0.02
2010,FIN,Coal,0.16
2010,FRA,Coal,0
2010,GBR,Coal,0.57
2010,GRC,Coal,0.38
2010,HUN,Coal,0.03
2010,IRL,Coal,0.09
2010,KOR,Coal,0.02
2010,LTU,Coal,0
2010,PRT,Coal,0.01
2010,SVK,Coal,0.05
2010,SVN,Coal,0.02
2010,SWE,Coal,0.46
2010,USA,Coal,0.24
2011,AUT,Coal,0.04
2011,BLR,Coal,0
2011,BRA,Coal,0.07
2011,CAN,Coal,0
2011,CHE,Coal,0.02
2011,CZE,Coal,0.05
2011,DEU,Coal,3.48
2011,DNK,Coal,0.36
2011,EST,Coal,0.02
2011,FIN,Coal,0.23
2011,FRA,Coal,0
2011,GBR,Coal,0.04
2011,GRC,Coal,0.35
2011,HUN,Coal,0.03
2011,IRL,Coal,0.1
2011,KOR,Coal,0.02
2011,LTU,Coal,0
2011,PRT,Coal,0.01
2011,SVK,Coal,0.05
2011,SVN,Coal,0.03
2011,SWE,Coal,0.15
2011,USA,Coal,0.21
2012,AUT,Coal,0.03
2012,BLR,Coal,0
2012,BRA,Coal,0.02
2012,CAN,Coal,0
2012,CHE,Coal,0.01
2012,CZE,Coal,0.04
2012,DEU,Coal,3.08
2012,DNK,Coal,0.15
2012,EST,Coal,0.02
2012,FIN,Coal,0.21
2012,FRA,Coal,0
2012,GBR,Coal,0.79
2012,GRC,Coal,0.33
2012,HUN,Coal,0.02
2012,IRL,Coal,0.08
2012,KOR,Coal,0.02
2012,LTU,Coal,0
2012,PRT,Coal,0.01
2012,SVK,Coal,0.11
2012,SVN,Coal,0.02
2012,SWE,Coal,0.17
2012,USA,Coal,0.21
2013,AUT,Coal,0.03
2013,BLR,Coal,0
2013,BRA,Coal,0.01
2013,CAN,Coal,0
2013,CHE,Coal,0.01
2013,CZE,Coal,0.04
2013,DEU,Coal,2.63
2013,DNK,Coal,0.17
2013,EST,Coal,0.02
2013,FIN,Coal,0.23
2013,FRA,Coal,0
2013,GBR,Coal,0.83
2013,GRC,Coal,0.36
2013,HUN,Coal,0.02
2013,IRL,Coal,0.05
2013,KOR,Coal,0.02
2013,LTU,Coal,0
2013,PRT,Coal,0.01
2013,SVK,Coal,0.11
2013,SVN,Coal,0.02
2013,SWE,Coal,0.16
2013,USA,Coal,0.21
2014,AUT,Coal,0.03
2014,BRA,Coal,0.01
2014,CAN,Coal,0
2014,CHE,Coal,0.04
2014,CZE,Coal,0.04
2014,DEU,Coal,2.65
2014,DNK,Coal,0.17
2014,EST,Coal,0.02
2014,FIN,Coal,0.21
2014,FRA,Coal,0.01
2014,GBR,Coal,0.91
2014,GRC,Coal,0.35
2014,HUN,Coal,0.01
2014,IRL,Coal,0.05
2014,ITA,Coal,0.04
2014,KOR,Coal,0.02
2014,LTU,Coal,0
