year,geo,disagg,value
1998,WLD,Total,1
1999,WLD,Total,1
2000,WLD,Total,1
2001,WLD,Total,1
2002,WLD,Total,1
2003,WLD,Total,2
2004,WLD,Total,2
2005,WLD,Total,2
2006,WLD,Total,2
2007,WLD,Total,2
2008,WLD,Total,2
2009,WLD,Total,2
2010,WLD,Total,3
2011,WLD,Total,6
2012,WLD,Total,6
2013,WLD,Total,9
2014,WLD,Total,12
2015,WLD,Total,19
2016,WLD,Total,24
2017,WLD,Total,28
2018,WLD,Total,32
2019,WLD,Total,35
2020,WLD,Total,38
2014,WLD,Consumer-facing FBDGs include env. impacts,1
2015,WLD,Consumer-facing FBDGs include env. impacts,3
2016,WLD,Consumer-facing FBDGs include env. impacts,5
2017,WLD,Consumer-facing FBDGs include env. impacts,7
2018,WLD,Consumer-facing FBDGs include env. impacts,7
2019,WLD,Consumer-facing FBDGs include env. impacts,9
2020,WLD,Consumer-facing FBDGs include env. impacts,10
2011,WLD,Background docs for FBDGs include env. impacts,1
2012,WLD,Background docs for FBDGs include env. impacts,1
2013,WLD,Background docs for FBDGs include env. impacts,3
2014,WLD,Background docs for FBDGs include env. impacts,5
2015,WLD,Background docs for FBDGs include env. impacts,10
2016,WLD,Background docs for FBDGs include env. impacts,11
2017,WLD,Background docs for FBDGs include env. impacts,12
2018,WLD,Background docs for FBDGs include env. impacts,13
2019,WLD,Background docs for FBDGs include env. impacts,16
2020,WLD,Background docs for FBDGs include env. impacts,20
1998,WLD,FBDGs include plant-based dietary patterns,1
2003,WLD,FBDGs include plant-based dietary patterns,2
2010,WLD,FBDGs include plant-based dietary patterns,3
2011,WLD,FBDGs include plant-based dietary patterns,5
2013,WLD,FBDGs include plant-based dietary patterns,8
2014,WLD,FBDGs include plant-based dietary patterns,10
2015,WLD,FBDGs include plant-based dietary patterns,13
2016,WLD,FBDGs include plant-based dietary patterns,17
2017,WLD,FBDGs include plant-based dietary patterns,19
2018,WLD,FBDGs include plant-based dietary patterns,24
2019,WLD,FBDGs include plant-based dietary patterns,26
2020,WLD,FBDGs include plant-based dietary patterns,28
2021,WLD,FBDGs include plant-based dietary patterns,29
2013,ATG,Consumer-facing FBDGs include env. impacts,0
2010,AUT,Consumer-facing FBDGs include env. impacts,0
2002,BHS,Consumer-facing FBDGs include env. impacts,0
2013,BGD,Consumer-facing FBDGs include env. impacts,0
2017,BRB,Consumer-facing FBDGs include env. impacts,0
2012,BLZ,Consumer-facing FBDGs include env. impacts,0
2006,BGR,Consumer-facing FBDGs include env. impacts,0
2013,CHL,Consumer-facing FBDGs include env. impacts,0
