year,geo,disagg,value
2010,WLD,Total,576
2011,WLD,Total,714
2012,WLD,Total,793
2013,WLD,Total,769
2014,WLD,Total,696
2015,WLD,Total,486
2016,WLD,Total,444
2017,WLD,Total,486
2018,WLD,Total,661
2019,WLD,Total,569
2020,WLD,Total,402
2021,WLD,Total,784
2022,WLD,Total,1659
2023,WLD,Total,1026
2024,WLD,Total,921
2010,WLD,Coal,23
2011,WLD,Coal,26
2012,WLD,Coal,24
2013,WLD,Coal,24
2014,WLD,Coal,23
2015,WLD,Coal,24
2016,WLD,Coal,26
2017,WLD,Coal,34
2018,WLD,Coal,40
2019,WLD,Coal,38
2020,WLD,Coal,36
2021,WLD,Coal,44
2022,WLD,Coal,53
2023,WLD,Coal,44
2024,WLD,Coal,41
2010,WLD,End-use electricity,151
2011,WLD,End-use electricity,181
2012,WLD,End-use electricity,182
2013,WLD,End-use electricity,167
2014,WLD,End-use electricity,159
2015,WLD,End-use electricity,122
2016,WLD,End-use electricity,143
2017,WLD,End-use electricity,136
2018,WLD,End-use electricity,172
2019,WLD,End-use electricity,142
2020,WLD,End-use electricity,77
2021,WLD,End-use electricity,228
2022,WLD,End-use electricity,533
2023,WLD,End-use electricity,274
2024,WLD,End-use electricity,216
2010,WLD,Natural gas,137
2011,WLD,Natural gas,142
2012,WLD,Natural gas,162
2013,WLD,Natural gas,158
2014,WLD,Natural gas,138
2015,WLD,Natural gas,109
2016,WLD,Natural gas,82
2017,WLD,Natural gas,88
2018,WLD,Natural gas,131
2019,WLD,Natural gas,88
2020,WLD,Natural gas,72
2021,WLD,Natural gas,204
2022,WLD,Natural gas,501
2023,WLD,Natural gas,292
2024,WLD,Natural gas,260
2010,WLD,Petroleum,264
2011,WLD,Petroleum,365
2012,WLD,Petroleum,424
2013,WLD,Petroleum,421
2014,WLD,Petroleum,376
2015,WLD,Petroleum,232
2016,WLD,Petroleum,193
2017,WLD,Petroleum,228
2018,WLD,Petroleum,317
2019,WLD,Petroleum,300
