year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2011,WLD,Total,0.22,,,,
2012,WLD,Total,0.19,,,,
2013,WLD,Total,0.17,,,,
2014,WLD,Total,0.2,,,,
2015,WLD,Total,0.24,,,,
2016,WLD,Total,0.22,,,,
2017,WLD,Total,0.44,,,,
2018,WLD,Total,0.48,,,,
2019,WLD,Total,0.52,,,,
2020,WLD,Total,0.57,,,,
2021,WLD,Total,0.73,,,,
2022,WLD,Total,0.91,,,,
2023,WLD,Total,1.17,,,,
2024,WLD,Total,1.24,,,,
2029,WLD,Total,,2.1,,,
2030,WLD,Total,,,3.1,4.0,4.8
2035,WLD,Total,,,3.1,4.2,5.3
2050,WLD,Total,,,3.1,4.2,5.3
2017,WLD,Commercial FIs,0.17,,,,
2018,WLD,Commercial FIs,0.2,,,,
2019,WLD,Commercial FIs,0.22,,,,
2020,WLD,Commercial FIs,0.24,,,,
2021,WLD,Commercial FIs,0.33,,,,
2022,WLD,Commercial FIs,0.41,,,,
2023,WLD,Commercial FIs,0.55,,,,
2024,WLD,Commercial FIs,0.57,,,,
2017,WLD,Corporations,0.13,,,,
2018,WLD,Corporations,0.14,,,,
2019,WLD,Corporations,0.14,,,,
2020,WLD,Corporations,0.15,,,,
2021,WLD,Corporations,0.17,,,,
2022,WLD,Corporations,0.21,,,,
2023,WLD,Corporations,0.27,,,,
2024,WLD,Corporations,0.33,,,,
2017,WLD,Funds,0.0029,,,,
2018,WLD,Funds,0.0045,,,,
2019,WLD,Funds,0.0032,,,,
2020,WLD,Funds,0.0043,,,,
2021,WLD,Funds,0.0061,,,,
2022,WLD,Funds,0.0067,,,,
2023,WLD,Funds,0.0054,,,,
2024,WLD,Funds,0.0042,,,,
2017,WLD,Household/Individuals,0.13,,,,
2018,WLD,Household/Individuals,0.14,,,,
2019,WLD,Household/Individuals,0.15,,,,
2020,WLD,Household/Individuals,0.16,,,,
2021,WLD,Household/Individuals,0.21,,,,
2022,WLD,Household/Individuals,0.27,,,,
2023,WLD,Household/Individuals,0.34,,,,
2024,WLD,Household/Individuals,0.33,,,,
2017,WLD,Institutional investors,0.0036,,,,
2018,WLD,Institutional investors,0.0045,,,,
2019,WLD,Institutional investors,0.0061,,,,
2020,WLD,Institutional investors,0.0057,,,,
2021,WLD,Institutional investors,0.0056,,,,
2022,WLD,Institutional investors,0.007,,,,
2023,WLD,Institutional investors,0.0059,,,,
2024,WLD,Institutional investors,0.0053,,,,
2017,WLD,Philanthropies,0.0001,,,,
2018,WLD,Philanthropies,0.0001,,,,
2019,WLD,Philanthropies,0,,,,
2020,WLD,Philanthropies,0,,,,
2021,WLD,Philanthropies,0,,,,
2022,WLD,Philanthropies,0,,,,
2023,WLD,Philanthropies,0.0012,,,,
2024,WLD,Philanthropies,0.0019,,,,
2017,WLD,Unknown - Private,0.0008,,,,
2018,WLD,Unknown - Private,0.0007,,,,
2019,WLD,Unknown - Private,0.0002,,,,
2020,WLD,Unknown - Private,0.0042,,,,
2021,WLD,Unknown - Private,0.0005,,,,
2022,WLD,Unknown - Private,0.0002,,,,
2023,WLD,Unknown - Private,0.0007,,,,
2024,WLD,Unknown - Private,0.0015,,,,
