year,geo,disagg,value 
1999,WLD,Total,6163.9
2005,WLD,Total,302660
2012,WLD,Total,9248.8
2014,WLD,Total,24584
2015,WLD,Total,999743.7
2016,WLD,Total,18962.1
2017,WLD,Total,303145.9
2018,WLD,Total,1808968.5
2019,WLD,Total,3630326.1
2020,WLD,Total,16723548.3
2021,WLD,Total,20450655
2022,WLD,Total,56180285.4
2023,WLD,Total,56020454.4
2019,AUS,Total,1693.6
2020,AUS,Total,207240
2021,AUS,Total,5987965
2022,AUS,Total,2862776.1
2023,AUS,Total,1313854.9
2023,AUT,Total,54100
2020,BEL,Total,423300.9
2023,BRA,Total,162005.7
2016,CAN,Total,18962.1
2018,CAN,Total,36793.2
2019,CAN,Total,592677
2020,CAN,Total,11998839.6
2021,CAN,Total,1800677.9
2022,CAN,Total,2283717.1
2023,CAN,Total,12832372.4
2022,CHE,Total,1124124
2020,CHN,Total,306100
2021,CHN,Total,10284.5
2020,DEU,Total,1000000
2021,DEU,Total,2044087.3
2022,DEU,Total,123787.4
2023,DEU,Total,4351383
2022,DNK,Total,20428750
2020,ESP,Total,30749
2021,ESP,Total,638415.2
2022,ESP,Total,87720.6
2023,ESP,Total,775934.8
2023,EST,Total,82930.8
2015,EUU,Total,999743.7
2018,EUU,Total,1225469.7
2019,EUU,Total,2757685.6
2020,EUU,Total,511199.6
2021,EUU,Total,419134.5
2022,EUU,Total,7138493.7
2023,EUU,Total,10601289.9
2020,FIN,Total,236397
2021,FIN,Total,1191520
2022,FIN,Total,4581210
2023,FIN,Total,322815
2022,FRA,Total,1886472.3
2023,FRA,Total,4874813.4
2021,GBR,Total,140106
2022,GBR,Total,679523
2023,GBR,Total,5330553.7
2019,IND,Total,70859.9
2020,IND,Total,6700
2021,IND,Total,6700
2020,IRL,Total,354870
2021,ISR,Total,3500000
2022,ISR,Total,3924000
2023,ISR,Total,2482122.9
2020,JPN,Total,225912
2023,JPN,Total,1976261.7
2022,KOR,Total,1500000
2023,KOR,Total,600000
2005,NLD,Total,270660
2017,NLD,Total,303145.9
2021,NLD,Total,61158.5
2022,NLD,Total,6036394.9
2023,NLD,Total,740027
2021,NOR,Total,392903.3
2022,NOR,Total,205420
2019,NZL,Total,62410
2020,NZL,Total,847322.8
2021,NZL,Total,558584
2023,NZL,Total,760935.5
2021,SGP,Total,2220600
2023,SGP,Total,450000
2014,SWE,Total,24584
2022,SWE,Total,1518000
2023,SWE,Total,54100
1999,USA,Total,6163.9
2005,USA,Total,32000
2012,USA,Total,9248.8
2018,USA,Total,546705.6
2019,USA,Total,145000
2020,USA,Total,574917.4
2021,USA,Total,1478518.8
2022,USA,Total,1799896.3
2023,USA,Total,8254953.7
1999,WLD,Commercialization,0
2005,WLD,Commercialization,0
2012,WLD,Commercialization,0
2014,WLD,Commercialization,0
2015,WLD,Commercialization,0
2016,WLD,Commercialization,0
2017,WLD,Commercialization,0
2018,WLD,Commercialization,0
2019,WLD,Commercialization,1693.6
2020,WLD,Commercialization,8525959.9
2021,WLD,Commercialization,8746214.7
2022,WLD,Commercialization,22447425.1
2023,WLD,Commercialization,16286125.9
2019,AUS,Commercialization,1693.6
2021,AUS,Commercialization,790597.9
2022,AUS,Commercialization,1959577.1
2023,AUS,Commercialization,1137702.6
2020,CAN,Commercialization,8275047.9
2021,CAN,Commercialization,430860.6
2022,CAN,Commercialization,1480837.4
2023,CAN,Commercialization,732189.1
2021,CHN,Commercialization,10284.5
2023,DEU,Commercialization,54726.5
2022,DNK,Commercialization,8555000
2023,EST,Commercialization,82930.8
2022,EUU,Commercialization,1854586
2023,EUU,Commercialization,6907811.9
2021,FIN,Commercialization,1191520
2022,FIN,Commercialization,4054427.5
2022,FRA,Commercialization,1095010.8
2023,FRA,Commercialization,1047050
2021,GBR,Commercialization,43767.7
2022,GBR,Commercialization,488043.4
2023,GBR,Commercialization,262453.7
2021,ISR,Commercialization,3500000
2022,ISR,Commercialization,1429000
2023,ISR,Commercialization,1500000
2020,JPN,Commercialization,225912
2023,JPN,Commercialization,1976261.7
2022,NLD,Commercialization,12942.9
2021,NZL,Commercialization,558584
2021,SGP,Commercialization,2220600
2022,SWE,Commercialization,1518000
2020,USA,Commercialization,25000
2023,USA,Commercialization,2584999.6
1999,WLD,R&D,6163.9
2005,WLD,R&D,302660
2012,WLD,R&D,9248.8
2014,WLD,R&D,24584
2015,WLD,R&D,999743.7
2016,WLD,R&D,18962.1
2017,WLD,R&D,303145.9
2018,WLD,R&D,1298968.5
2019,WLD,R&D,3558632.5
2020,WLD,R&D,7704287.5
2021,WLD,R&D,11578702.1
2022,WLD,R&D,15828804.1
2023,WLD,R&D,22725255.8
2020,AUS,R&D,207240
2021,AUS,R&D,5197367.1
2022,AUS,R&D,903199
2023,AUS,R&D,176152.3
2023,AUT,R&D,54100
