year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,Total,4.6,,,,
1991,WLD,Total,4.5,,,,
1992,WLD,Total,4.6,,,,
1993,WLD,Total,4.6,,,,
1994,WLD,Total,4.7,,,,
1995,WLD,Total,4.8,,,,
1996,WLD,Total,5,,,,
1997,WLD,Total,5,,,,
1998,WLD,Total,5.1,,,,
1999,WLD,Total,5.2,,,,
2000,WLD,Total,5.3,,,,
2001,WLD,Total,5.3,,,,
2002,WLD,Total,5.5,,,,
2003,WLD,Total,5.4,,,,
2004,WLD,Total,5.6,,,,
2005,WLD,Total,5.5,,,,
2006,WLD,Total,5.7,,,,
2007,WLD,Total,5.9,,,,
2008,WLD,Total,6.1,,,,
2009,WLD,Total,6.1,,,,
2010,WLD,Total,6.1,,,,
2011,WLD,Total,6.3,,,,
2012,WLD,Total,6.3,,,,
2013,WLD,Total,6.4,,,,
2014,WLD,Total,6.5,,,,
2015,WLD,Total,6.5,,,,
2016,WLD,Total,6.6,,,,
2017,WLD,Total,6.6,,,,
2018,WLD,Total,6.6,,,,
2019,WLD,Total,6.8,,,,
2020,WLD,Total,6.6,,,,
2021,WLD,Total,6.7,,,,
2022,WLD,Total,6.7,,,,
2023,WLD,Total,6.8,,,,
2028,WLD,Total,,6.87,,,
2030,WLD,Total,,,,7.76,
2050,WLD,Total,,,,9.54,
1990,WLD,"Cereals, primary",2.8,,,,
1991,WLD,"Cereals, primary",2.7,,,,
1992,WLD,"Cereals, primary",2.8,,,,
1993,WLD,"Cereals, primary",2.7,,,,
1994,WLD,"Cereals, primary",2.8,,,,
1995,WLD,"Cereals, primary",2.8,,,,
1996,WLD,"Cereals, primary",2.9,,,,
1997,WLD,"Cereals, primary",3,,,,
1998,WLD,"Cereals, primary",3.1,,,,
1999,WLD,"Cereals, primary",3.1,,,,
2000,WLD,"Cereals, primary",3.1,,,,
2001,WLD,"Cereals, primary",3.1,,,,
2002,WLD,"Cereals, primary",3.1,,,,
2003,WLD,"Cereals, primary",3.1,,,,
2004,WLD,"Cereals, primary",3.4,,,,
2005,WLD,"Cereals, primary",3.3,,,,
2006,WLD,"Cereals, primary",3.3,,,,
2007,WLD,"Cereals, primary",3.4,,,,
2008,WLD,"Cereals, primary",3.5,,,,
2009,WLD,"Cereals, primary",3.6,,,,
2010,WLD,"Cereals, primary",3.6,,,,
2011,WLD,"Cereals, primary",3.7,,,,
2012,WLD,"Cereals, primary",3.6,,,,
2013,WLD,"Cereals, primary",3.8,,,,
2014,WLD,"Cereals, primary",3.9,,,,
2015,WLD,"Cereals, primary",3.9,,,,
2016,WLD,"Cereals, primary",4,,,,
2017,WLD,"Cereals, primary",4.1,,,,
2018,WLD,"Cereals, primary",4,,,,
2019,WLD,"Cereals, primary",4.1,,,,
2020,WLD,"Cereals, primary",4.1,,,,
2021,WLD,"Cereals, primary",4.2,,,,
2022,WLD,"Cereals, primary",4.2,,,,
2023,WLD,"Cereals, primary",4.2,,,,
1990,WLD,"Citrus Fruit, Total",13,,,,
1991,WLD,"Citrus Fruit, Total",13,,,,
