year,geo,disagg,value
2022,WLD,Education and training in water supply and sanitation,44
2022,WLD,Basic sanitation,220
2022,WLD,Waste management/disposal,364
2022,WLD,Basic drinking water supply and basic sanitation,601
2022,WLD,Water sector policy and administrative management,1033
2022,WLD,Sanitation - large systems,1073
2022,WLD,Water supply and sanitation - large systems,1301
2022,AFG,Basic sanitation,0.017
2022,AFG,Education and training in water supply and sanitation,0.04
2022,AFG,Water sector policy and administrative management,0.53
2022,AFG,Basic drinking water supply and basic sanitation,26
2022,AFG,Water supply and sanitation - large systems,38
2022,AGO,Basic sanitation,0.011
2022,AGO,Water sector policy and administrative management,0.015
2022,AGO,Water supply and sanitation - large systems,0.097
2022,AGO,Waste management/disposal,0.14
2022,AGO,Basic drinking water supply and basic sanitation,0.15
2022,ALB,Sanitation - large systems,0.039
2022,ALB,Education and training in water supply and sanitation,1.0
2022,ALB,Water sector policy and administrative management,2.6
2022,ALB,Basic drinking water supply and basic sanitation,5.9
2022,ALB,Water supply and sanitation - large systems,8.8
2022,ALB,Waste management/disposal,8.9
2022,ARG,Education and training in water supply and sanitation,0.0015
2022,ARG,Water supply and sanitation - large systems,0.0075
2022,ARG,Basic drinking water supply and basic sanitation,0.013
2022,ARG,Water sector policy and administrative management,0.79
2022,ARG,Waste management/disposal,5.1
2022,ARG,Sanitation - large systems,28
2022,ARM,Water sector policy and administrative management,0.039
2022,ARM,Waste management/disposal,2.2
2022,ARM,Basic drinking water supply and basic sanitation,5.7
2022,ARM,Water supply and sanitation - large systems,6.3
2022,AZE,Sanitation - large systems,0.0009
2022,AZE,Waste management/disposal,0.017
2022,AZE,Water sector policy and administrative management,0.21
2022,BDI,Waste management/disposal,0.0088
2022,BDI,Basic sanitation,0.13
2022,BDI,Water supply and sanitation - large systems,0.25
2022,BDI,Water sector policy and administrative management,2.0
2022,BDI,Basic drinking water supply and basic sanitation,5.6
2022,BDI,Sanitation - large systems,6.0
2022,BEN,Sanitation - large systems,0.033
2022,BEN,Water supply and sanitation - large systems,0.33
2022,BEN,Education and training in water supply and sanitation,0.48
2022,BEN,Basic sanitation,0.95
2022,BEN,Water sector policy and administrative management,2.5
2022,BEN,Waste management/disposal,6.0
2022,BEN,Basic drinking water supply and basic sanitation,8.9
2022,BFA,Waste management/disposal,0.046
2022,BFA,Education and training in water supply and sanitation,0.56
2022,BFA,Water sector policy and administrative management,2.2
2022,BFA,Sanitation - large systems,4.6
2022,BFA,Basic sanitation,6.2
2022,BFA,Basic drinking water supply and basic sanitation,8.7
2022,BFA,Water supply and sanitation - large systems,11
2022,BGD,Education and training in water supply and sanitation,0.066
2022,BGD,Waste management/disposal,5.6
2022,BGD,Basic drinking water supply and basic sanitation,11
2022,BGD,Water sector policy and administrative management,11
2022,BGD,Water supply and sanitation - large systems,18
2022,BGD,Basic sanitation,18
2022,BGD,Sanitation - large systems,25
2022,BIH,Basic sanitation,0.043
2022,BIH,Education and training in water supply and sanitation,0.062
2022,BIH,Waste management/disposal,0.72
2022,BIH,Water supply and sanitation - large systems,1.3
2022,BIH,Water sector policy and administrative management,1.7
2022,BIH,Sanitation - large systems,1.9
2022,BLR,Waste management/disposal,0.048
2022,BLZ,Sanitation - large systems,0.11
2022,BLZ,Waste management/disposal,0.58
2022,BOL,Education and training in water supply and sanitation,1.0
2022,BOL,Waste management/disposal,2.4
2022,BOL,Basic drinking water supply and basic sanitation,6.3
2022,BOL,Sanitation - large systems,9.2
2022,BOL,Water supply and sanitation - large systems,14
2022,BOL,Basic sanitation,18
2022,BOL,Water sector policy and administrative management,26
2022,BRA,Education and training in water supply and sanitation,0.0011
2022,BRA,Basic sanitation,0.095
2022,BRA,Water sector policy and administrative management,0.22
2022,BRA,Waste management/disposal,1.9
2022,BRA,Basic drinking water supply and basic sanitation,5.6
2022,BRA,Water supply and sanitation - large systems,11
2022,BRA,Sanitation - large systems,43
2022,BTN,Education and training in water supply and sanitation,0.026
2022,BTN,Water sector policy and administrative management,0.035
2022,BTN,Water supply and sanitation - large systems,0.078
2022,BTN,Basic drinking water supply and basic sanitation,0.60
2022,BTN,Basic sanitation,1.2
2022,BTN,Sanitation - large systems,1.6
2022,BTN,Waste management/disposal,3.7
