year,geo,value
2005,ALB,1.90316
2006,ALB,1.75396
1994,ARG,9.34003
1995,ARG,8.74556
1996,ARG,10.5756
1997,ARG,14.9939
1998,ARG,13.9038
1999,ARG,13.9216
2000,ARG,13.1201
2001,ARG,13.9079
2002,ARG,15.8259
2003,ARG,12.5071
2004,ARG,10.2149
2005,ARG,9.5218
2006,ARG,8.47203
2007,ARG,7.35261
2008,ARG,7.07435
2009,ARG,7.48292
2010,ARG,7.19526
2011,ARG,6.55212
2012,ARG,7.26904
2013,ARG,6.87872
2014,ARG,7.13707
2015,ARG,6.97682
2016,ARG,6.983
2017,ARG,7.61244
2018,ARG,6.4538
2019,ARG,6.19297
1994,ATG,1.20751
1995,ATG,1.08548
1996,ATG,1.3562
1997,ATG,1.11367
1998,ATG,1.09091
1999,ATG,0.986263
2000,ATG,1.57009
2001,ATG,1.35318
2002,ATG,1.24431
2003,ATG,1.02273
2004,ATG,9.15356
2005,ATG,7.51361
2006,ATG,4.83355
2007,ATG,2.94014
2008,ATG,3.134
2009,ATG,2.6302
2010,ATG,2.9672
2011,ATG,1.21826
2012,ATG,1.26252
2013,ATG,3.47701
2014,ATG,1.17819
2015,ATG,1.80902
2016,ATG,1.19178
2017,ATG,1.60556
2018,ATG,1.65856
2019,ATG,1.59553
1994,AUS,9.05536
1995,AUS,9.25289
1996,AUS,8.80892
1997,AUS,9.72162
1998,AUS,9.80046
1999,AUS,8.65412
2000,AUS,8.35789
2001,AUS,8.35242
2002,AUS,8.11659
2003,AUS,7.80493
2004,AUS,7.45121
2005,AUS,6.90428
2006,AUS,6.8271
2007,AUS,6.59529
2008,AUS,6.56438
2009,AUS,7.23631
2010,AUS,6.96236
2011,AUS,6.58448
2012,AUS,8.22602
2013,AUS,8.13787
2014,AUS,6.36727
2015,AUS,6.2718
2016,AUS,5.92992
2017,AUS,2.05056
2018,AUS,1.97173
1994,AUT,4.45727
1995,AUT,4.97346
1996,AUT,5.08161
1997,AUT,5.64932
1998,AUT,5.51446
1999,AUT,5.57986
2000,AUT,5.94047
2001,AUT,6.20136
2002,AUT,6.4766
2003,AUT,6.67536
2004,AUT,6.63946
2005,AUT,6.59214
2006,AUT,6.30932
2007,AUT,6.13035
2008,AUT,5.96032
2009,AUT,6.03456
2010,AUT,5.99772
2011,AUT,6.17695
2012,AUT,6.0466
2013,AUT,5.88732
2014,AUT,5.90714
2015,AUT,5.82812
2016,AUT,5.93146
2017,AUT,6.03708
2018,AUT,5.70335
2019,AUT,5.35308
2020,AUT,5.00061
1994,BEL,5.89007
1995,BEL,5.86534
1996,BEL,6.45453
1997,BEL,6.44002
1998,BEL,6.1598
1999,BEL,6.1834
2000,BEL,5.77452
2001,BEL,5.75441
2002,BEL,5.59534
2003,BEL,5.75202
2004,BEL,5.93422
2005,BEL,5.80997
2006,BEL,5.25099
2007,BEL,5.16939
2008,BEL,4.89843
2009,BEL,5.1936
2010,BEL,5.23956
2011,BEL,5.26531
2012,BEL,4.9047
2013,BEL,4.64457
2014,BEL,4.67398
2015,BEL,4.74519
2016,BEL,5.05046
2017,BEL,5.11384
2018,BEL,5.06667
2019,BEL,5.02032
2020,BEL,4.69245
2000,BFA,5.11643
2001,BFA,2.78851
2002,BFA,6.65379
2003,BFA,6.46182
2004,BFA,6.41646
2005,BFA,6.3
2006,BFA,5.93403
2007,BFA,5.97682
2008,BFA,5.62423
2009,BFA,5.24936
2010,BFA,4.76107
2011,BFA,4.87182
2012,BFA,5.09706
2013,BFA,3.30322
2014,BFA,5.37138
2015,BFA,6.58329
2016,BFA,6.34358
2017,BFA,6.93958
2018,BFA,6.88157
2019,BFA,6.43197
1995,BGR,5.95671
1996,BGR,3.80001
1997,BGR,3.9674
1998,BGR,6.3382
1999,BGR,7.08808
2000,BGR,7.59453
2001,BGR,7.59567
2002,BGR,7.72838
2003,BGR,9.1346
2004,BGR,9.55669
2005,BGR,9.68421
2006,BGR,9.12536
2007,BGR,10.4733
2008,BGR,10.7464
2009,BGR,10.6257
2010,BGR,10.813
2011,BGR,10.4811
2012,BGR,10.1577
2013,BGR,10.1151
2014,BGR,9.98715
2015,BGR,10.2302
2016,BGR,10.2352
2017,BGR,9.37775
2018,BGR,8.81414
2019,BGR,9.84682
2020,BGR,9.89468
1994,BHS,12.0599
1995,BHS,10.1855
1996,BHS,9.33109
1997,BHS,8.97619
1998,BHS,8.84545
1999,BHS,8.72995
2000,BHS,8.07874
2001,BHS,7.94424
2002,BHS,8.9692
2003,BHS,8.3191
2004,BHS,9.04222
2005,BHS,8.23429
2006,BHS,7.77116
2007,BHS,7.15667
2008,BHS,6.86828
2009,BHS,7.18933
2010,BHS,7.12906
2011,BHS,8.77497
2012,BHS,8.86235
2013,BHS,11.93
2014,BHS,10.3495
2015,BHS,9.99871
2016,BHS,8.51805
2017,BHS,7.87293
2018,BHS,8.57186
2019,BHS,7.39764
1994,BLZ,0.906001
1995,BLZ,0.87238
1996,BLZ,0.819005
1997,BLZ,0.844162
1998,BLZ,0.855557
1999,BLZ,0.978649
2000,BLZ,0.940671
2001,BLZ,0.88637
2002,BLZ,0.825657
2003,BLZ,0.809977
2004,BLZ,0.928374
2005,BLZ,0.947738
2006,BLZ,0.933593
2007,BLZ,0.856172
2008,BLZ,0.715028
2009,BLZ,0.89409
2010,BLZ,0.626058
2011,BLZ,0.788868
2012,BLZ,0.702522
2013,BLZ,0.619484
2014,BLZ,0.567505
2015,BLZ,0.545936
2016,BLZ,0.0953121
2017,BLZ,0.516119
2018,BLZ,0.575075
2019,BLZ,0.502465
1994,BOL,0.620942
1995,BOL,0.518856
1996,BOL,1.31462
1997,BOL,1.45255
1998,BOL,3.8841
1999,BOL,4.14569
2000,BOL,15.326
2001,BOL,14.7366
2002,BOL,13.8721
2003,BOL,10.9441
2004,BOL,9.02729
2005,BOL,12.4267
2006,BOL,11.4757
2007,BOL,11.6382
2008,BOL,9.99451
2009,BOL,8.58693
2010,BOL,7.09587
2011,BOL,5.95082
2012,BOL,5.1536
2013,BOL,5.03259
2014,BOL,4.73667
2015,BOL,4.60583
2016,BOL,5.26704
2017,BOL,4.93505
2018,BOL,4.75543
2019,BOL,2.92464
1994,BRA,0.588426
1995,BRA,1.30035
1996,BRA,1.4089
1997,BRA,1.54691
1998,BRA,1.66713
1999,BRA,1.47528
2000,BRA,1.50203
2001,BRA,3.44324
2002,BRA,3.05176
2003,BRA,2.98635
2004,BRA,2.63442
2005,BRA,2.62577
2006,BRA,2.80982
2007,BRA,3.40408
2008,BRA,3.23265
2009,BRA,2.93035
2010,BRA,3.18412
2011,BRA,3.15594
2012,BRA,2.59879
2013,BRA,2.37517
2014,BRA,2.42967
2015,BRA,2.66274
2016,BRA,2.74425
2017,BRA,2.68175
2018,BRA,2.53988
2019,BRA,2.31499
1994,BRB,0
1995,BRB,0
1996,BRB,0
1997,BRB,0
1998,BRB,0
1999,BRB,0
2000,BRB,0
2001,BRB,0
2002,BRB,0
2003,BRB,0
2004,BRB,0
2005,BRB,0
2006,BRB,0
2007,BRB,0
2008,BRB,0
2009,BRB,0
2010,BRB,0
2011,BRB,0
2012,BRB,0
2013,BRB,0
2014,BRB,1.17868
2015,BRB,0
2016,BRB,0
2017,BRB,0
2018,BRB,1.99776
2019,BRB,2.38517
2015,BTN,8.62944
2016,BTN,9.0539
2017,BTN,10.1366
2018,BTN,12.6471
2019,BTN,12.6155
2004,BWA,4.78202
2005,BWA,2.86262
2006,BWA,2.88613
2007,BWA,2.91261
2008,BWA,2.40446
2009,BWA,2.49176
2010,BWA,2.53339
2011,BWA,2.06277
2012,BWA,2.48204
2013,BWA,2.16443
2014,BWA,1.52411
2015,BWA,1.89481
2016,BWA,1.59947
2017,BWA,2.25165
2018,BWA,2.37595
2019,BWA,2.43831
1994,CAN,4.45652
1995,CAN,4.4834
1996,CAN,4.37564
1997,CAN,4.22598
1998,CAN,4.26724
1999,CAN,4.00144
2000,CAN,3.80027
2001,CAN,3.84629
2002,CAN,4.00505
2003,CAN,4.09373
2004,CAN,3.86451
2005,CAN,3.69826
2006,CAN,3.59557
2007,CAN,3.55034
2008,CAN,3.47923
2009,CAN,3.63419
2010,CAN,3.77048
2011,CAN,3.74359
2012,CAN,3.69408
2013,CAN,3.67827
2014,CAN,3.55607
1994,CHE,6.16697
1995,CHE,6.11176
1996,CHE,6.1252
1997,CHE,6.10001
1998,CHE,6.37328
1999,CHE,6.39226
2000,CHE,6.33658
2001,CHE,6.95032
2002,CHE,6.9253
2003,CHE,7.04575
2004,CHE,6.98728
2005,CHE,7.62029
2006,CHE,7.28584
2007,CHE,7.06542
2008,CHE,6.03283
2009,CHE,6.07467
2010,CHE,6.09357
2011,CHE,5.98076
2012,CHE,5.94029
2013,CHE,5.69741
2014,CHE,5.70292
2015,CHE,5.52109
2016,CHE,5.53767
2017,CHE,5.44434
2018,CHE,5.58183
2019,CHE,4.41395
2020,CHE,4.34649
1994,CHL,6.1174
1995,CHL,6.72429
1996,CHL,7.19902
1997,CHL,7.76994
