year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,Total,19.1,,,,
1991,WLD,Total,20.6,,,,
1992,WLD,Total,22.1,,,,
1993,WLD,Total,23.7,,,,
1994,WLD,Total,25.5,,,,
1995,WLD,Total,27.3,,,,
1996,WLD,Total,29.3,,,,
1997,WLD,Total,31.4,,,,
1998,WLD,Total,33.6,,,,
1999,WLD,Total,36.0,,,,
2000,WLD,Total,38.6,,,,
2001,WLD,Total,41.2,,,,
2002,WLD,Total,44.0,,,,
2003,WLD,Total,47.0,,,,
2004,WLD,Total,50.1,,,,
2005,WLD,Total,53.3,,,,
2006,WLD,Total,56.7,,,,
2007,WLD,Total,60.3,,,,
2008,WLD,Total,63.9,,,,
2009,WLD,Total,67.5,,,,
2010,WLD,Total,71.3,,,,
2011,WLD,Total,75.3,,,,
2012,WLD,Total,79.3,,,,
2013,WLD,Total,83.5,,,,
2014,WLD,Total,87.7,,,,
2015,WLD,Total,92.0,,,,
2016,WLD,Total,96.3,,,,
2017,WLD,Total,100.6,,,,
2018,WLD,Total,105.0,,,,
2019,WLD,Total,109.4,,,,
2024,WLD,Total,,131.3,,,
1990,WLD,Canada,0.5,,,,
1991,WLD,Canada,0.5,,,,
1992,WLD,Canada,0.6,,,,
1993,WLD,Canada,0.6,,,,
1994,WLD,Canada,0.6,,,,
1995,WLD,Canada,0.7,,,,
1996,WLD,Canada,0.7,,,,
1997,WLD,Canada,0.8,,,,
1998,WLD,Canada,0.8,,,,
1999,WLD,Canada,0.8,,,,
2000,WLD,Canada,0.9,,,,
2001,WLD,Canada,0.9,,,,
2002,WLD,Canada,0.9,,,,
2003,WLD,Canada,1.0,,,,
2004,WLD,Canada,1.0,,,,
2005,WLD,Canada,1.1,,,,
2006,WLD,Canada,1.1,,,,
2007,WLD,Canada,1.2,,,,
2008,WLD,Canada,1.2,,,,
2009,WLD,Canada,1.2,,,,
2010,WLD,Canada,1.3,,,,
2011,WLD,Canada,1.3,,,,
2012,WLD,Canada,1.4,,,,
2013,WLD,Canada,1.4,,,,
2014,WLD,Canada,1.4,,,,
2015,WLD,Canada,1.5,,,,
2016,WLD,Canada,1.5,,,,
2017,WLD,Canada,1.5,,,,
2018,WLD,Canada,1.6,,,,
2019,WLD,Canada,1.6,,,,
1990,WLD,China,2.0,,,,
1991,WLD,China,2.3,,,,
1992,WLD,China,2.6,,,,
1993,WLD,China,2.9,,,,
1994,WLD,China,3.3,,,,
1995,WLD,China,3.8,,,,
1996,WLD,China,4.3,,,,
1997,WLD,China,4.8,,,,
1998,WLD,China,5.4,,,,
1999,WLD,China,6.0,,,,
2000,WLD,China,6.7,,,,
2001,WLD,China,7.4,,,,
2002,WLD,China,8.2,,,,
2003,WLD,China,9.0,,,,
2004,WLD,China,9.9,,,,
2005,WLD,China,10.8,,,,
2006,WLD,China,11.8,,,,
2007,WLD,China,12.9,,,,
2008,WLD,China,13.9,,,,
2009,WLD,China,15.0,,,,
2010,WLD,China,16.1,,,,
2011,WLD,China,17.3,,,,
2012,WLD,China,18.4,,,,
2013,WLD,China,19.6,,,,
2014,WLD,China,20.8,,,,
2015,WLD,China,22.0,,,,
2016,WLD,China,23.2,,,,
2017,WLD,China,24.3,,,,
2018,WLD,China,25.4,,,,
2019,WLD,China,26.5,,,,
1990,WLD,India,0.2,,,,
1991,WLD,India,0.3,,,,
1992,WLD,India,0.3,,,,
1993,WLD,India,0.4,,,,
1994,WLD,India,0.4,,,,
1995,WLD,India,0.5,,,,
1996,WLD,India,0.6,,,,
1997,WLD,India,0.7,,,,
1998,WLD,India,0.8,,,,
1999,WLD,India,0.9,,,,
2000,WLD,India,1.0,,,,
2001,WLD,India,1.2,,,,
2002,WLD,India,1.3,,,,
2003,WLD,India,1.5,,,,
2004,WLD,India,1.7,,,,
2005,WLD,India,1.9,,,,
2006,WLD,India,2.1,,,,
2007,WLD,India,2.3,,,,
2008,WLD,India,2.5,,,,
2009,WLD,India,2.8,,,,
2010,WLD,India,3.1,,,,
2011,WLD,India,3.4,,,,
2012,WLD,India,3.7,,,,
2013,WLD,India,4.0,,,,
2014,WLD,India,4.4,,,,
2015,WLD,India,4.7,,,,
2016,WLD,India,5.1,,,,
2017,WLD,India,5.5,,,,
2018,WLD,India,6.0,,,,
2019,WLD,India,6.4,,,,
1990,WLD,Latin America,0.7,,,,
1991,WLD,Latin America,0.8,,,,
1992,WLD,Latin America,0.9,,,,
1993,WLD,Latin America,1.0,,,,
1994,WLD,Latin America,1.1,,,,
1995,WLD,Latin America,1.2,,,,
1996,WLD,Latin America,1.3,,,,
1997,WLD,Latin America,1.5,,,,
1998,WLD,Latin America,1.6,,,,
1999,WLD,Latin America,1.8,,,,
2000,WLD,Latin America,1.9,,,,
2001,WLD,Latin America,2.1,,,,
2002,WLD,Latin America,2.3,,,,
2003,WLD,Latin America,2.5,,,,
2004,WLD,Latin America,2.8,,,,
2005,WLD,Latin America,3.0,,,,
2006,WLD,Latin America,3.2,,,,
2007,WLD,Latin America,3.5,,,,
2008,WLD,Latin America,3.8,,,,
2009,WLD,Latin America,4.1,,,,
2010,WLD,Latin America,4.4,,,,
2011,WLD,Latin America,4.7,,,,
2012,WLD,Latin America,5.0,,,,
2013,WLD,Latin America,5.4,,,,
2014,WLD,Latin America,5.7,,,,
2015,WLD,Latin America,6.1,,,,
2016,WLD,Latin America,6.5,,,,
2017,WLD,Latin America,6.8,,,,
2018,WLD,Latin America,7.2,,,,
2019,WLD,Latin America,7.6,,,,
1990,WLD,Middle East & North Africa,1.2,,,,
1991,WLD,Middle East & North Africa,1.3,,,,
1992,WLD,Middle East & North Africa,1.4,,,,
1993,WLD,Middle East & North Africa,1.5,,,,
1994,WLD,Middle East & North Africa,1.6,,,,
1995,WLD,Middle East & North Africa,1.7,,,,
1996,WLD,Middle East & North Africa,1.9,,,,
1997,WLD,Middle East & North Africa,2.0,,,,
1998,WLD,Middle East & North Africa,2.1,,,,
1999,WLD,Middle East & North Africa,2.3,,,,
2000,WLD,Middle East & North Africa,2.4,,,,
2001,WLD,Middle East & North Africa,2.6,,,,
2002,WLD,Middle East & North Africa,2.8,,,,
2003,WLD,Middle East & North Africa,2.9,,,,
2004,WLD,Middle East & North Africa,3.1,,,,
2005,WLD,Middle East & North Africa,3.3,,,,
2006,WLD,Middle East & North Africa,3.5,,,,
2007,WLD,Middle East & North Africa,3.8,,,,
2008,WLD,Middle East & North Africa,4.0,,,,
2009,WLD,Middle East & North Africa,4.2,,,,
2010,WLD,Middle East & North Africa,4.5,,,,
2011,WLD,Middle East & North Africa,4.7,,,,
2012,WLD,Middle East & North Africa,5.0,,,,
2013,WLD,Middle East & North Africa,5.2,,,,
2014,WLD,Middle East & North Africa,5.5,,,,
2015,WLD,Middle East & North Africa,5.8,,,,
2016,WLD,Middle East & North Africa,6.1,,,,
2017,WLD,Middle East & North Africa,6.4,,,,
2018,WLD,Middle East & North Africa,6.7,,,,
2019,WLD,Middle East & North Africa,7.0,,,,
1990,WLD,OECD Asia,0.7,,,,
1991,WLD,OECD Asia,0.8,,,,
1992,WLD,OECD Asia,0.8,,,,
1993,WLD,OECD Asia,0.8,,,,
1994,WLD,OECD Asia,0.9,,,,
1995,WLD,OECD Asia,0.9,,,,
1996,WLD,OECD Asia,0.9,,,,
1997,WLD,OECD Asia,1.0,,,,
1998,WLD,OECD Asia,1.0,,,,
1999,WLD,OECD Asia,1.1,,,,
2000,WLD,OECD Asia,1.1,,,,
2001,WLD,OECD Asia,1.2,,,,
2002,WLD,OECD Asia,1.2,,,,
