year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
1990,WLD,Total,3.7,,,,
1991,WLD,Total,4.0,,,,
1992,WLD,Total,4.4,,,,
1993,WLD,Total,4.8,,,,
1994,WLD,Total,5.2,,,,
1995,WLD,Total,5.7,,,,
1996,WLD,Total,6.2,,,,
1997,WLD,Total,6.7,,,,
1998,WLD,Total,7.2,,,,
1999,WLD,Total,7.8,,,,
2000,WLD,Total,8.5,,,,
2001,WLD,Total,9.2,,,,
2002,WLD,Total,9.9,,,,
2003,WLD,Total,11,,,,
2004,WLD,Total,11,,,,
2005,WLD,Total,12,,,,
2006,WLD,Total,13,,,,
2007,WLD,Total,14,,,,
2008,WLD,Total,15,,,,
2009,WLD,Total,16,,,,
2010,WLD,Total,18,,,,
2011,WLD,Total,19,,,,
2012,WLD,Total,20,,,,
2013,WLD,Total,21,,,,
2014,WLD,Total,23,,,,
2015,WLD,Total,24,,,,
2016,WLD,Total,26,,,,
2017,WLD,Total,27,,,,
2018,WLD,Total,29,,,,
2019,WLD,Total,30,,,,
2024,WLD,Total,,38,,,
1990,WLD,America (exc USA and CAN),0.4,,,,
1991,WLD,America (exc USA and CAN),0.4,,,,
1992,WLD,America (exc USA and CAN),0.5,,,,
1993,WLD,America (exc USA and CAN),0.5,,,,
1994,WLD,America (exc USA and CAN),0.6,,,,
1995,WLD,America (exc USA and CAN),0.6,,,,
1996,WLD,America (exc USA and CAN),0.7,,,,
1997,WLD,America (exc USA and CAN),0.7,,,,
1998,WLD,America (exc USA and CAN),0.8,,,,
1999,WLD,America (exc USA and CAN),0.9,,,,
2000,WLD,America (exc USA and CAN),0.9,,,,
2001,WLD,America (exc USA and CAN),1.0,,,,
2002,WLD,America (exc USA and CAN),1.1,,,,
2003,WLD,America (exc USA and CAN),1.2,,,,
2004,WLD,America (exc USA and CAN),1.3,,,,
2005,WLD,America (exc USA and CAN),1.4,,,,
2006,WLD,America (exc USA and CAN),1.5,,,,
2007,WLD,America (exc USA and CAN),1.7,,,,
2008,WLD,America (exc USA and CAN),1.8,,,,
2009,WLD,America (exc USA and CAN),1.9,,,,
2010,WLD,America (exc USA and CAN),2.1,,,,
2011,WLD,America (exc USA and CAN),2.2,,,,
2012,WLD,America (exc USA and CAN),2.4,,,,
2013,WLD,America (exc USA and CAN),2.6,,,,
2014,WLD,America (exc USA and CAN),2.8,,,,
2015,WLD,America (exc USA and CAN),2.9,,,,
2016,WLD,America (exc USA and CAN),3.1,,,,
2017,WLD,America (exc USA and CAN),3.3,,,,
2018,WLD,America (exc USA and CAN),3.6,,,,
2019,WLD,America (exc USA and CAN),3.8,,,,
1990,WLD,Europe,1.1,,,,
1991,WLD,Europe,1.1,,,,
1992,WLD,Europe,1.2,,,,
1993,WLD,Europe,1.3,,,,
1994,WLD,Europe,1.4,,,,
1995,WLD,Europe,1.5,,,,
1996,WLD,Europe,1.6,,,,
1997,WLD,Europe,1.8,,,,
1998,WLD,Europe,1.9,,,,
1999,WLD,Europe,2.0,,,,
2000,WLD,Europe,2.1,,,,
2001,WLD,Europe,2.2,,,,
2002,WLD,Europe,2.4,,,,
2003,WLD,Europe,2.5,,,,
2004,WLD,Europe,2.7,,,,
2005,WLD,Europe,2.8,,,,
2006,WLD,Europe,2.9,,,,
2007,WLD,Europe,3.1,,,,
2008,WLD,Europe,3.2,,,,
2009,WLD,Europe,3.4,,,,
2010,WLD,Europe,3.6,,,,
2011,WLD,Europe,3.7,,,,
2012,WLD,Europe,3.9,,,,
2013,WLD,Europe,4.0,,,,
2014,WLD,Europe,4.2,,,,
2015,WLD,Europe,4.4,,,,
2016,WLD,Europe,4.6,,,,
2017,WLD,Europe,4.7,,,,
2018,WLD,Europe,4.9,,,,
2019,WLD,Europe,5.1,,,,
1990,WLD,Asia (excl CHN and IND),0.7,,,,
1991,WLD,Asia (excl CHN and IND),0.8,,,,
1992,WLD,Asia (excl CHN and IND),0.9,,,,
1993,WLD,Asia (excl CHN and IND),1.0,,,,
1994,WLD,Asia (excl CHN and IND),1.1,,,,
1995,WLD,Asia (excl CHN and IND),1.2,,,,
1996,WLD,Asia (excl CHN and IND),1.3,,,,
1997,WLD,Asia (excl CHN and IND),1.4,,,,
1998,WLD,Asia (excl CHN and IND),1.5,,,,
1999,WLD,Asia (excl CHN and IND),1.7,,,,
2000,WLD,Asia (excl CHN and IND),1.8,,,,
2001,WLD,Asia (excl CHN and IND),2.0,,,,
2002,WLD,Asia (excl CHN and IND),2.2,,,,
2003,WLD,Asia (excl CHN and IND),2.4,,,,
2004,WLD,Asia (excl CHN and IND),2.6,,,,
2005,WLD,Asia (excl CHN and IND),2.8,,,,
2006,WLD,Asia (excl CHN and IND),3.0,,,,
2007,WLD,Asia (excl CHN and IND),3.3,,,,
2008,WLD,Asia (excl CHN and IND),3.6,,,,
2009,WLD,Asia (excl CHN and IND),3.9,,,,
2010,WLD,Asia (excl CHN and IND),4.2,,,,
2011,WLD,Asia (excl CHN and IND),4.5,,,,
2012,WLD,Asia (excl CHN and IND),4.8,,,,
2013,WLD,Asia (excl CHN and IND),5.2,,,,
2014,WLD,Asia (excl CHN and IND),5.6,,,,
2015,WLD,Asia (excl CHN and IND),6.0,,,,
2016,WLD,Asia (excl CHN and IND),6.4,,,,
2017,WLD,Asia (excl CHN and IND),6.9,,,,
2018,WLD,Asia (excl CHN and IND),7.3,,,,
2019,WLD,Asia (excl CHN and IND),7.8,,,,
1990,WLD,Oceania,0.0,,,,
1991,WLD,Oceania,0.0,,,,
1992,WLD,Oceania,0.0,,,,
1993,WLD,Oceania,0.0,,,,
1994,WLD,Oceania,0.0,,,,
1995,WLD,Oceania,0.0,,,,
1996,WLD,Oceania,0.0,,,,
1997,WLD,Oceania,0.0,,,,
1998,WLD,Oceania,0.0,,,,
1999,WLD,Oceania,0.0,,,,
2000,WLD,Oceania,0.0,,,,
2001,WLD,Oceania,0.0,,,,
2002,WLD,Oceania,0.0,,,,
2003,WLD,Oceania,0.0,,,,
2004,WLD,Oceania,0.0,,,,
2005,WLD,Oceania,0.0,,,,
2006,WLD,Oceania,0.0,,,,
2007,WLD,Oceania,0.0,,,,
2008,WLD,Oceania,0.0,,,,
2009,WLD,Oceania,0.0,,,,
2010,WLD,Oceania,0.0,,,,
2011,WLD,Oceania,0.0,,,,
2012,WLD,Oceania,0.0,,,,
2013,WLD,Oceania,0.0,,,,
2014,WLD,Oceania,0.0,,,,
2015,WLD,Oceania,0.0,,,,
2016,WLD,Oceania,0.0,,,,
2017,WLD,Oceania,0.0,,,,
2018,WLD,Oceania,0.0,,,,
2019,WLD,Oceania,0.0,,,,
1990,WLD,Middle East & North Africa,0.2,,,,
1991,WLD,Middle East & North Africa,0.3,,,,
1992,WLD,Middle East & North Africa,0.3,,,,
1993,WLD,Middle East & North Africa,0.3,,,,
1994,WLD,Middle East & North Africa,0.3,,,,
1995,WLD,Middle East & North Africa,0.4,,,,
1996,WLD,Middle East & North Africa,0.4,,,,
1997,WLD,Middle East & North Africa,0.4,,,,
1998,WLD,Middle East & North Africa,0.5,,,,
1999,WLD,Middle East & North Africa,0.5,,,,
2000,WLD,Middle East & North Africa,0.5,,,,
2001,WLD,Middle East & North Africa,0.6,,,,
2002,WLD,Middle East & North Africa,0.6,,,,
2003,WLD,Middle East & North Africa,0.7,,,,
2004,WLD,Middle East & North Africa,0.7,,,,
2005,WLD,Middle East & North Africa,0.8,,,,
2006,WLD,Middle East & North Africa,0.8,,,,
2007,WLD,Middle East & North Africa,0.9,,,,
2008,WLD,Middle East & North Africa,1.0,,,,
2009,WLD,Middle East & North Africa,1.0,,,,
2010,WLD,Middle East & North Africa,1.1,,,,
2011,WLD,Middle East & North Africa,1.2,,,,
2012,WLD,Middle East & North Africa,1.2,,,,
2013,WLD,Middle East & North Africa,1.3,,,,
2014,WLD,Middle East & North Africa,1.4,,,,
2015,WLD,Middle East & North Africa,1.5,,,,
2016,WLD,Middle East & North Africa,1.6,,,,
2017,WLD,Middle East & North Africa,1.7,,,,
2018,WLD,Middle East & North Africa,1.7,,,,
