year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high
2000,AFG,20.4,,,,
2001,AFG,20.7,,,,
2002,AFG,20.5,,,,
2003,AFG,20.2,,,,
2004,AFG,19.8,,,,
2005,AFG,19.1,,,,
2006,AFG,18.3,,,,
2007,AFG,17.3,,,,
2008,AFG,16,,,,
2009,AFG,15.1,,,,
2010,AFG,16.7,,,,
2011,AFG,17.1,,,,
2012,AFG,9.6,,,,
2013,AFG,10.2,,,,
2014,AFG,3.5,,,,
2015,AFG,9.8,,,,
2016,AFG,0.8,,,,
2017,AFG,0.8,,,,
2018,AFG,1.3,,,,
2019,AFG,0.9,,,,
2020,AFG,0.9,,,,
2012,ALB,0.0029,,,,
2014,ALB,0.0014,,,,
2015,ALB,0.0006,,,,
2016,ALB,0.0032,,,,
2017,ALB,0.0032,,,,
2000,DZA,0.32,,,,
2001,DZA,0.32,,,,
2002,DZA,0.33,,,,
2003,DZA,0.34,,,,
2004,DZA,0.36,,,,
2005,DZA,0.37,,,,
2006,DZA,0.38,,,,
2007,DZA,0.39,,,,
2008,DZA,0.24,,,,
2009,DZA,0.41,,,,
2010,DZA,0.41,,,,
2011,DZA,0.41,,,,
2012,DZA,0.46,,,,
2013,DZA,0.38,,,,
2014,DZA,0.36,,,,
2015,DZA,0.32,,,,
2016,DZA,0.26,,,,
2017,DZA,0.15,,,,
2018,DZA,0.13,,,,
2019,DZA,0.22,,,,
2020,DZA,0.09,,,,
2000,AGO,12.43,,,,
2001,AGO,13.56,,,,
2002,AGO,12.9,,,,
2003,AGO,13.15,,,,
2004,AGO,13.42,,,,
2005,AGO,13.7,,,,
2006,AGO,13.99,,,,
2007,AGO,13.07,,,,
2008,AGO,13.34,,,,
2009,AGO,14.9,,,,
2010,AGO,15.21,,,,
2011,AGO,15.84,,,,
2012,AGO,15.79,,,,
2013,AGO,16.06,,,,
2014,AGO,18.32,,,,
2015,AGO,16.17,,,,
2016,AGO,16.78,,,,
2017,AGO,16.99,,,,
2018,AGO,16.86,,,,
2019,AGO,17.3,,,,
2020,AGO,17.46,,,,
2000,AIA,0.0006,,,,
2001,AIA,0.00038,,,,
2002,AIA,0.00055,,,,
2003,AIA,0.00052,,,,
2004,AIA,0.00049,,,,
2005,AIA,0.00046,,,,
2006,AIA,0.00043,,,,
2007,AIA,0.00039,,,,
2008,AIA,0.00035,,,,
2009,AIA,0.0003,,,,
2010,AIA,0.00026,,,,
2011,AIA,0.00031,,,,
2012,AIA,0.00015,,,,
2013,AIA,0.00009,,,,
2014,AIA,0.00002,,,,
2015,AIA,0.00001,,,,
2016,AIA,0,,,,
2000,ATG,0.00176,,,,
2001,ATG,0.00171,,,,
2003,ATG,0.00162,,,,
2004,ATG,0.00158,,,,
2005,ATG,0.01,,,,
2009,ATG,0.00132,,,,
2010,ATG,0.00124,,,,
2011,ATG,0.00486,,,,
2000,ARG,1.55,,,,
2001,ARG,1.67,,,,
2002,ARG,1.42,,,,
2003,ARG,1.35,,,,
2004,ARG,1.29,,,,
2005,ARG,1.22,,,,
2006,ARG,1.15,,,,
2007,ARG,1.07,,,,
2008,ARG,1,,,,
2009,ARG,0.91,,,,
2010,ARG,0.48,,,,
2011,ARG,0.37,,,,
2012,ARG,0.32,,,,
2013,ARG,0.28,,,,
2015,ARG,0.16,,,,
2016,ARG,0.07,,,,
2018,ARG,0.005,,,,
2000,ARM,0.03,,,,
2002,ARM,0.06,,,,
2003,ARM,0.02,,,,
2004,ARM,0.02,,,,
2005,ARM,0.01,,,,
2006,ARM,0.02,,,,
2007,ARM,0.02,,,,
2008,ARM,0.02,,,,
2009,ARM,0.02,,,,
2010,ARM,0.01,,,,
2011,ARM,0.01,,,,
2012,ARM,0.01,,,,
2013,ARM,0.02,,,,
2014,ARM,0.01,,,,
2016,ARM,0.01,,,,
2017,ARM,0.01,,,,
2018,ARM,0.003,,,,
2000,ABW,0.01,,,,
2010,ABW,0.01,,,,
2000,AZE,0.09,,,,
2001,AZE,0.11,,,,
2003,AZE,0.09,,,,
2004,AZE,0.08,,,,
2005,AZE,0.07,,,,
2006,AZE,0.04,,,,
2007,AZE,0.04,,,,
2008,AZE,0.03,,,,
2009,AZE,0.01,,,,
2010,AZE,0.01,,,,
2011,AZE,0.01,,,,
2000,BGD,86.8,,,,
2001,BGD,84.5,,,,
2002,BGD,82.3,,,,
2003,BGD,80,,,,
2004,BGD,81.4,,,,
2005,BGD,77.5,,,,
2006,BGD,69.7,,,,
2007,BGD,76.3,,,,
2008,BGD,65.3,,,,
2009,BGD,61.9,,,,
2010,BGD,66,,,,
2011,BGD,60.3,,,,
2012,BGD,51.1,,,,
2013,BGD,58.8,,,,
2014,BGD,58.1,,,,
2015,BGD,39.2,,,,
2016,BGD,38,,,,
2017,BGD,19.2,,,,
2018,BGD,13.2,,,,
2019,BGD,12.7,,,,
2020,BGD,6.3,,,,
2004,BRB,0.000009,,,,
2005,BRB,0.00005,,,,
2000,BLZ,0.05,,,,
2001,BLZ,0.05,,,,
2002,BLZ,0.05,,,,
2003,BLZ,0.05,,,,
2004,BLZ,0.05,,,,
2005,BLZ,0.05,,,,
2006,BLZ,0.03,,,,
2007,BLZ,0.04,,,,
2008,BLZ,0.04,,,,
2009,BLZ,0.04,,,,
2010,BLZ,0.03,,,,
2011,BLZ,0.03,,,,
2012,BLZ,0.03,,,,
2013,BLZ,0.03,,,,
2014,BLZ,0.03,,,,
2015,BLZ,0.03,,,,
2016,BLZ,0.02,,,,
2017,BLZ,0.02,,,,
2018,BLZ,0.03,,,,
2019,BLZ,0.03,,,,
2020,BLZ,0.01,,,,
2000,BEN,5.39,,,,
2001,BEN,5.53,,,,
2002,BEN,5.59,,,,
2003,BEN,5.69,,,,
2004,BEN,5.79,,,,
2005,BEN,5.89,,,,
2006,BEN,5.92,,,,
2007,BEN,6.08,,,,
2008,BEN,6.17,,,,
2009,BEN,6.26,,,,
2010,BEN,6.05,,,,
2011,BEN,5.97,,,,
2012,BEN,5.99,,,,
2013,BEN,6.53,,,,
2014,BEN,6.78,,,,
2015,BEN,7.44,,,,
2016,BEN,6.84,,,,
2017,BEN,7.32,,,,
2018,BEN,6.98,,,,
2019,BEN,7.04,,,,
2020,BEN,7.1,,,,
2000,BTN,0.41,,,,
2001,BTN,0.36,,,,
2002,BTN,0.35,,,,
2003,BTN,0.37,,,,
2004,BTN,0.31,,,,
2005,BTN,0.26,,,,
2006,BTN,0.27,,,,
2007,BTN,0.19,,,,
2008,BTN,0.22,,,,
2009,BTN,0.19,,,,
2010,BTN,0.18,,,,
2011,BTN,0.13,,,,
2012,BTN,0.06,,,,
2013,BTN,0.09,,,,
2014,BTN,0.06,,,,
2015,BTN,0.03,,,,
2016,BTN,0.003,,,,
2017,BTN,0.02,,,,
2018,BTN,0.0002,,,,
2000,BOL,2.53,,,,
2001,BOL,2.64,,,,
2002,BOL,3.15,,,,
2003,BOL,2.47,,,,
2004,BOL,2.18,,,,
2005,BOL,2.93,,,,
2006,BOL,2.24,,,,
2007,BOL,1.9,,,,
2008,BOL,1.49,,,,
2009,BOL,1.31,,,,
2010,BOL,1.22,,,,
2011,BOL,1.19,,,,
2012,BOL,1,,,,
2013,BOL,1.11,,,,
2014,BOL,1.07,,,,
2015,BOL,0.92,,,,
2016,BOL,0.9,,,,
2017,BOL,0.92,,,,
2018,BOL,0.82,,,,
2019,BOL,0.57,,,,
2020,BOL,0.29,,,,
2001,BIH,0.02,,,,
2002,BIH,0.06,,,,
2006,BIH,0.02,,,,
2007,BIH,0.01,,,,
2011,BIH,0.01,,,,
2013,BIH,0.02,,,,
2015,BIH,0.01,,,,
2000,BWA,1.21,,,,
2001,BWA,1.26,,,,
2002,BWA,1.24,,,,
2003,BWA,1.16,,,,
2004,BWA,1.14,,,,
2005,BWA,1.12,,,,
2006,BWA,1.11,,,,
2007,BWA,1.09,,,,
2008,BWA,1.06,,,,
2009,BWA,1.11,,,,
2010,BWA,0.95,,,,
2011,BWA,0.94,,,,
2012,BWA,0.9,,,,
2013,BWA,0.87,,,,
2014,BWA,0.84,,,,
2015,BWA,0.8,,,,
2016,BWA,0.77,,,,
2017,BWA,0.72,,,,
2018,BWA,0.72,,,,
2019,BWA,0.69,,,,
2020,BWA,0.66,,,,
2000,BRA,9.8,,,,
2001,BRA,7.06,,,,
2002,BRA,6.01,,,,
2003,BRA,5.49,,,,
2004,BRA,5.95,,,,
2005,BRA,5.41,,,,
2006,BRA,4.53,,,,
2007,BRA,3.56,,,,
2008,BRA,2.83,,,,
2009,BRA,2.22,,,,
2010,BRA,2.74,,,,
2011,BRA,1.33,,,,
2012,BRA,0.96,,,,
2013,BRA,0.85,,,,
2014,BRA,0.71,,,,
2015,BRA,0.59,,,,
2016,BRA,0.62,,,,
2017,BRA,0.42,,,,
2018,BRA,0.63,,,,
2019,BRA,0.42,,,,
2000,VGB,0.000526,,,,
2001,VGB,0.000512,,,,
2002,VGB,0.000502,,,,
2003,VGB,0.000494,,,,
2004,VGB,0.000487,,,,
2005,VGB,0.000483,,,,
2006,VGB,0.000479,,,,
2007,VGB,0.000474,,,,
2008,VGB,0.000466,,,,
2009,VGB,0.000451,,,,
2010,VGB,0.000473,,,,
2011,VGB,0.00038,,,,
2012,VGB,0.000329,,,,
2013,VGB,0.000282,,,,
2014,VGB,0.000238,,,,
2020,BGR,0.02,,,,
2000,BFA,10.6,,,,
2001,BFA,10.8,,,,
2002,BFA,11.1,,,,
2003,BFA,11.2,,,,
2004,BFA,11.6,,,,
2005,BFA,11.9,,,,
2006,BFA,12.2,,,,
2007,BFA,12.5,,,,
2008,BFA,12.8,,,,
2009,BFA,13.2,,,,
2010,BFA,13.6,,,,
2011,BFA,13.7,,,,
2012,BFA,14.1,,,,
2013,BFA,14.4,,,,
2014,BFA,14.2,,,,
2015,BFA,15.2,,,,
2016,BFA,15.5,,,,
2017,BFA,15.9,,,,
2018,BFA,16.9,,,,
2019,BFA,16.6,,,,
2020,BFA,16.9,,,,
2000,BDI,6.2,,,,
2001,BDI,6.3,,,,
2002,BDI,6.5,,,,
2003,BDI,6.7,,,,
2004,BDI,6.9,,,,
2005,BDI,7.1,,,,
2006,BDI,7.4,,,,
2007,BDI,7.5,,,,
2008,BDI,7.7,,,,
2009,BDI,7.9,,,,
2010,BDI,8.2,,,,
2011,BDI,8.4,,,,
2012,BDI,8.7,,,,
2013,BDI,8.9,,,,
2014,BDI,9.2,,,,
2015,BDI,9.3,,,,
2016,BDI,9.5,,,,
2017,BDI,9.8,,,,
2018,BDI,10,,,,
2019,BDI,10.2,,,,
2020,BDI,10.5,,,,
2000,CPV,0.18,,,,
2001,CPV,0.17,,,,
2002,CPV,0.18,,,,
2003,CPV,0.16,,,,
2004,CPV,0.16,,,,
2005,CPV,0.15,,,,
2006,CPV,0.15,,,,
2007,CPV,0.14,,,,
2008,CPV,0.13,,,,
2009,CPV,0.13,,,,
2010,CPV,0.09,,,,
2011,CPV,0.09,,,,
2012,CPV,0.08,,,,
2013,CPV,0.08,,,,
2014,CPV,0.08,,,,
2015,CPV,0.07,,,,
2016,CPV,0.07,,,,
2017,CPV,0.06,,,,
2018,CPV,0.05,,,,
2019,CPV,0.05,,,,
2020,CPV,0.03,,,,
2000,KHM,10.1,,,,
2001,KHM,10.6,,,,
2002,KHM,10.3,,,,
2003,KHM,10.4,,,,
2004,KHM,9.8,,,,
2005,KHM,10.6,,,,
2006,KHM,9.1,,,,
2007,KHM,8.8,,,,
2008,KHM,10.2,,,,
2009,KHM,8,,,,
2010,KHM,9.9,,,,
2011,KHM,7.2,,,,
2012,KHM,6.8,,,,
2013,KHM,6.4,,,,
2014,KHM,6.7,,,,
2015,KHM,5.5,,,,
2016,KHM,4.8,,,,
2017,KHM,1.8,,,,
2018,KHM,3.1,,,,
2019,KHM,2.6,,,,
2020,KHM,2.3,,,,
2000,CMR,9.15,,,,
2001,CMR,8.57,,,,
2002,CMR,9.15,,,,
2003,CMR,9.22,,,,
2004,CMR,9.13,,,,
2005,CMR,9.35,,,,
2006,CMR,9.29,,,,
2007,CMR,9.7,,,,
2008,CMR,9.52,,,,
2009,CMR,9.57,,,,
2010,CMR,9.61,,,,
2011,CMR,9.68,,,,
2012,CMR,9.66,,,,
2013,CMR,9.67,,,,
2014,CMR,9.8,,,,
2015,CMR,9.65,,,,
2016,CMR,9.62,,,,
2017,CMR,9.57,,,,
2018,CMR,9.53,,,,
2019,CMR,9.45,,,,
2020,CMR,9.37,,,,
2000,CAF,3.42,,,,
2001,CAF,3.51,,,,
2002,CAF,3.57,,,,
2003,CAF,3.62,,,,
2004,CAF,3.68,,,,
2005,CAF,3.74,,,,
2006,CAF,3.8,,,,
2007,CAF,3.85,,,,
2008,CAF,3.95,,,,
2009,CAF,3.94,,,,
2010,CAF,3.96,,,,
2011,CAF,3.97,,,,
2012,CAF,3.95,,,,
2013,CAF,3.94,,,,
2014,CAF,3.93,,,,
2015,CAF,3.92,,,,
2016,CAF,3.92,,,,
2017,CAF,3.94,,,,
2018,CAF,3.97,,,,
2019,CAF,4.07,,,,
2020,CAF,4.08,,,,
2000,TCD,8.09,,,,
2001,TCD,8.37,,,,
2002,TCD,8.67,,,,
2003,TCD,8.98,,,,
2004,TCD,9.39,,,,
2005,TCD,9.61,,,,
2006,TCD,9.91,,,,
2007,TCD,10.22,,,,
2008,TCD,10.53,,,,
2009,TCD,10.84,,,,
2010,TCD,11.19,,,,
2011,TCD,11.25,,,,
2012,TCD,11.78,,,,
2013,TCD,12.15,,,,
2014,TCD,12.52,,,,
2015,TCD,13.02,,,,
2016,TCD,13.21,,,,
2017,TCD,13.38,,,,
2018,TCD,13.91,,,,
2019,TCD,14.61,,,,
2020,TCD,14.61,,,,
2000,CHL,0.32,,,,
2001,CHL,0.45,,,,
2002,CHL,0.43,,,,
2003,CHL,0.19,,,,
2004,CHL,0.38,,,,
2005,CHL,0.36,,,,
2006,CHL,0.1,,,,
2007,CHL,0.32,,,,
2008,CHL,0.29,,,,
2009,CHL,0.07,,,,
2010,CHL,0.08,,,,
2011,CHL,0.07,,,,
2013,CHL,0.07,,,,
2015,CHL,0.05,,,,
2017,CHL,0.06,,,,
2000,CHN,37.6,,,,
2001,CHN,34.69,,,,
2002,CHN,31.8,,,,
2003,CHN,28.93,,,,
2004,CHN,26.06,,,,
2005,CHN,23.15,,,,
2006,CHN,20.18,,,,
2007,CHN,17.1,,,,
2008,CHN,13.9,,,,
2009,CHN,10.53,,,,
2010,CHN,4.01,,,,
2011,CHN,2.03,,,,
2012,CHN,0.51,,,,
2013,CHN,0.05,,,,
2000,COL,1.9,,,,
2001,COL,0.62,,,,
2002,COL,2.08,,,,
2003,COL,2.02,,,,
2004,COL,1.96,,,,
2005,COL,1.36,,,,
2006,COL,1.82,,,,
2007,COL,1.74,,,,
2008,COL,1.41,,,,
2009,COL,1.76,,,,
2010,COL,1.45,,,,
2011,COL,1.51,,,,
2012,COL,1.37,,,,
2013,COL,1.03,,,,
2014,COL,1.04,,,,
2015,COL,0.86,,,,
2016,COL,0.77,,,,
2017,COL,0.73,,,,
2018,COL,0.74,,,,
2019,COL,0.12,,,,
2000,COM,0.33,,,,
2001,COM,0.32,,,,
2002,COM,0.31,,,,
2003,COM,0.31,,,,
2004,COM,0.31,,,,
2005,COM,0.3,,,,
2006,COM,0.29,,,,
2007,COM,0.28,,,,
2008,COM,0.28,,,,
2009,COM,0.27,,,,
2010,COM,0.21,,,,
2011,COM,0.22,,,,
2012,COM,0.22,,,,
2013,COM,0.22,,,,
2014,COM,0.21,,,,
2015,COM,0.2,,,,
2016,COM,0.18,,,,
2017,COM,0.17,,,,
2018,COM,0.15,,,,
2019,COM,0.13,,,,
2020,COM,0.12,,,,
2000,COG,2.22,,,,
2001,COG,2.25,,,,
2002,COG,2.28,,,,
2003,COG,2.32,,,,
2004,COG,2.35,,,,
2005,COG,2.4,,,,
2006,COG,2.44,,,,
2007,COG,2.49,,,,
2008,COG,2.54,,,,
2009,COG,2.61,,,,
2010,COG,2.57,,,,
2011,COG,2.61,,,,
2012,COG,2.63,,,,
2013,COG,2.66,,,,
2014,COG,2.68,,,,
2015,COG,2.7,,,,
2016,COG,2.71,,,,
2017,COG,2.73,,,,
2018,COG,2.76,,,,
2019,COG,2.78,,,,
2020,COG,2.79,,,,
2000,COK,0.000391,,,,
2001,COK,0.000374,,,,
2002,COK,0.000362,,,,
2003,COK,0.000351,,,,
2004,COK,0.000338,,,,
2005,COK,0.000321,,,,
2006,COK,0.000274,,,,
2007,COK,0.000278,,,,
2008,COK,0.000252,,,,
2009,COK,0.000224,,,,
2010,COK,0.000186,,,,
2011,COK,0.000134,,,,
2012,COK,0.000122,,,,
2013,COK,0.000096,,,,
2014,COK,0.000059,,,,
2016,COK,0.000017,,,,
2017,COK,0.000001,,,,
2000,CRI,0.12,,,,
2001,CRI,0.07,,,,
2002,CRI,0.06,,,,
2003,CRI,0.05,,,,
2004,CRI,0.04,,,,
2005,CRI,0.04,,,,
2006,CRI,0.04,,,,
2007,CRI,0.03,,,,
2008,CRI,0.03,,,,
2009,CRI,0.03,,,,
2010,CRI,0.05,,,,
2011,CRI,0.04,,,,
2012,CRI,0.02,,,,
2013,CRI,0.02,,,,
2014,CRI,0.03,,,,
2015,CRI,0.03,,,,
2016,CRI,0.02,,,,
2017,CRI,0.02,,,,
2018,CRI,0.01,,,,
2019,CRI,0.01,,,,
2020,CRI,0.01,,,,
2000,CIV,8.44,,,,
2001,CIV,8.48,,,,
2002,CIV,8.37,,,,
2003,CIV,8.52,,,,
2004,CIV,8.53,,,,
2005,CIV,7.54,,,,
2006,CIV,7.47,,,,
2007,CIV,8.55,,,,
2008,CIV,7.78,,,,
2009,CIV,8.56,,,,
2010,CIV,8.56,,,,
2011,CIV,9.29,,,,
2012,CIV,9.52,,,,
2013,CIV,8.53,,,,
2014,CIV,8.63,,,,
2015,CIV,8.69,,,,
2016,CIV,8.5,,,,
2017,CIV,8.41,,,,
2018,CIV,8.24,,,,
2019,CIV,8.11,,,,
2020,CIV,8,,,,
