year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2015,WLD,Total,1.18,,,,
2016,WLD,Total,1.23,,,,
2017,WLD,Total,1.21,,,,
2018,WLD,Total,1.19,,,,
2019,WLD,Total,1.23,,,,
2020,WLD,Total,1.3,,,,
2021,WLD,Total,1.4,,,,
2022,WLD,Total,1.6,,,,
2023,WLD,Total,1.8,,,,
2024,WLD,Total,2.0,,,,
2025,WLD,Total,2.1,,,,
2030,WLD,Total,,3.12,,,
2030,WLD,Total,,,,4.56,
2015,WLD,Renewable power,0.35,,,,
2016,WLD,Renewable power,0.35,,,,
2017,WLD,Renewable power,0.34,,,,
2018,WLD,Renewable power,0.34,,,,
2019,WLD,Renewable power,0.38,,,,
2020,WLD,Renewable power,0.40,,,,
2021,WLD,Renewable power,0.40,,,,
2022,WLD,Renewable power,0.51,,,,
2023,WLD,Renewable power,0.63,,,,
2024,WLD,Renewable power,0.70,,,,
2025,WLD,Renewable power,0.69,,,,
2015,WLD,Grids and storage,0.32,,,,
2016,WLD,Grids and storage,0.32,,,,
2017,WLD,Grids and storage,0.31,,,,
2018,WLD,Grids and storage,0.30,,,,
2019,WLD,Grids and storage,0.30,,,,
2020,WLD,Grids and storage,0.30,,,,
2021,WLD,Grids and storage,0.33,,,,
2022,WLD,Grids and storage,0.35,,,,
2023,WLD,Grids and storage,0.40,,,,
2024,WLD,Grids and storage,0.46,,,,
2025,WLD,Grids and storage,0.53,,,,
2015,WLD,Energy efficiency and end-use,0.45,,,,
2016,WLD,Energy efficiency and end-use,0.50,,,,
2017,WLD,Energy efficiency and end-use,0.51,,,,
2018,WLD,Energy efficiency and end-use,0.51,,,,
2019,WLD,Energy efficiency and end-use,0.50,,,,
2020,WLD,Energy efficiency and end-use,0.56,,,,
2021,WLD,Energy efficiency and end-use,0.59,,,,
2022,WLD,Energy efficiency and end-use,0.66,,,,
2023,WLD,Energy efficiency and end-use,0.69,,,,
2024,WLD,Energy efficiency and end-use,0.70,,,,
2025,WLD,Energy efficiency and end-use,0.76,,,,
2015,WLD,Other low-carbon energy,0.056,,,,
2016,WLD,Other low-carbon energy,0.054,,,,
2017,WLD,Other low-carbon energy,0.046,,,,
2018,WLD,Other low-carbon energy,0.046,,,,
2019,WLD,Other low-carbon energy,0.052,,,,
2020,WLD,Other low-carbon energy,0.059,,,,
2021,WLD,Other low-carbon energy,0.078,,,,
2022,WLD,Other low-carbon energy,0.086,,,,
2023,WLD,Other low-carbon energy,0.090,,,,
2024,WLD,Other low-carbon energy,0.10,,,,
2025,WLD,Other low-carbon energy,0.13,,,,
