year,geo,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2010,WLD,Total,0.01,,,,
2011,WLD,Total,0.07,,,,
2012,WLD,Total,0.17,,,,
2013,WLD,Total,0.29,,,,
2014,WLD,Total,0.4,,,,
2015,WLD,Total,0.7,,,,
2016,WLD,Total,1.0,,,,
2017,WLD,Total,1.4,,,,
2018,WLD,Total,2.5,,,,
2019,WLD,Total,2.7,,,,
2020,WLD,Total,4.4,,,,
2021,WLD,Total,9.3,,,,
2022,WLD,Total,15,,,,
2023,WLD,Total,18,,,,
2024,WLD,Total,21,,,,
2025,WLD,Total,25,,,,
2026,WLD,Total,,31.3,33.9,36.7,41.4
2027,WLD,Total,,38.5,44.3,50.2,60.2
2028,WLD,Total,,46.2,55.2,63.9,76.7
2029,WLD,Total,,,65.7,75.8,88.2
2030,WLD,Total,,,75.0,85.0,95.0
2031,WLD,Total,,,80.8,88.8,96.5
2032,WLD,Total,,,85.7,91.8,97.7
2033,WLD,Total,,,89.6,94.2,98.7
2034,WLD,Total,,,92.6,96.1,99.4
2035,WLD,Total,,,95,97.5,100
2036,WLD,Total,,,96.5,98.2,100
2037,WLD,Total,,,97.7,98.7,100
2038,WLD,Total,,,98.7,99.2,100
2039,WLD,Total,,,99.4,99.6,100
2040,WLD,Total,,,100,100,100
2041,WLD,Total,,,,100,
2042,WLD,Total,,,,100,
2043,WLD,Total,,,,100,
2044,WLD,Total,,,,100,
2045,WLD,Total,,,,100,
2046,WLD,Total,,,,100,
2047,WLD,Total,,,,100,
2048,WLD,Total,,,,100,
2049,WLD,Total,,,,100,
2050,WLD,Total,,,,100,
2010,WLD,BEV,0.011,,,,
2011,WLD,BEV,0.059,,,,
2012,WLD,BEV,0.084,,,,
2013,WLD,BEV,0.16,,,,
2014,WLD,BEV,0.27,,,,
2015,WLD,BEV,0.43,,,,
2016,WLD,BEV,0.57,,,,
2017,WLD,BEV,0.89,,,,
2018,WLD,BEV,1.7,,,,
2019,WLD,BEV,1.9,,,,
2020,WLD,BEV,3,,,,
2021,WLD,BEV,6.6,,,,
2022,WLD,BEV,11,,,,
2023,WLD,BEV,12,,,,
2024,WLD,BEV,13,,,,
2025,WLD,BEV,17,,,,
2010,WLD,PHEV,0.00072,,,,
2011,WLD,PHEV,0.013,,,,
2012,WLD,PHEV,0.086,,,,
2013,WLD,PHEV,0.13,,,,
2014,WLD,PHEV,0.17,,,,
2015,WLD,PHEV,0.25,,,,
2016,WLD,PHEV,0.38,,,,
2017,WLD,PHEV,0.51,,,,
2018,WLD,PHEV,0.79,,,,
2019,WLD,PHEV,0.75,,,,
2020,WLD,PHEV,1.4,,,,
2021,WLD,PHEV,2.7,,,,
2022,WLD,PHEV,4.3,,,,
2023,WLD,PHEV,5.5,,,,
2024,WLD,PHEV,7.8,,,,
2025,WLD,PHEV,8.5,,,,
2010,WLD,FCEV,0.000021,,,,
2011,WLD,FCEV,6.9E-18,,,,
2012,WLD,FCEV,0.0000014,,,,
2013,WLD,FCEV,0.000033,,,,
2014,WLD,FCEV,0.00012,,,,
2015,WLD,FCEV,0.00094,,,,
2016,WLD,FCEV,0.0029,,,,
2017,WLD,FCEV,0.0041,,,,
2018,WLD,FCEV,0.0055,,,,
2019,WLD,FCEV,0.0097,,,,
2020,WLD,FCEV,0.011,,,,
2021,WLD,FCEV,0.023,,,,
2022,WLD,FCEV,0.022,,,,
2023,WLD,FCEV,0.012,,,,
2024,WLD,FCEV,0.0064,,,,
2025,WLD,FCEV,0.0086,,,,
2011,AUS,Total,0.0061,,,,
2012,AUS,Total,0.029,,,,
2013,AUS,Total,0.033,,,,
2014,AUS,Total,0.15,,,,
2015,AUS,Total,0.19,,,,
2016,AUS,Total,0.15,,,,
2017,AUS,Total,0.25,,,,
2018,AUS,Total,0.42,,,,
2019,AUS,Total,1.2,,,,
2020,AUS,Total,0.98,,,,
2021,AUS,Total,2.7,,,,
2022,AUS,Total,5.1,,,,
2023,AUS,Total,11,,,,
2024,AUS,Total,12,,,,
2025,AUS,Total,15,,,,
2013,AUT,Total,0.2,,,,
2014,AUT,Total,0.57,,,,
2015,AUT,Total,0.9,,,,
2016,AUT,Total,1.5,,,,
2017,AUT,Total,2,,,,
2018,AUT,Total,2.6,,,,
2019,AUT,Total,3.5,,,,
2020,AUT,Total,9.5,,,,
2021,AUT,Total,20,,,,
2022,AUT,Total,22,,,,
2023,AUT,Total,27,,,,
2024,AUT,Total,24,,,,
2025,AUT,Total,31,,,,
2010,BEL,Total,0.01,,,,
2011,BEL,Total,0.052,,,,
2012,BEL,Total,0.19,,,,
2013,BEL,Total,0.11,,,,
2014,BEL,Total,0.41,,,,
2015,BEL,Total,0.76,,,,
2016,BEL,Total,1.7,,,,
2017,BEL,Total,2.6,,,,
2018,BEL,Total,2.4,,,,
2019,BEL,Total,3.2,,,,
2020,BEL,Total,11,,,,
2021,BEL,Total,18,,,,
2022,BEL,Total,26,,,,
2023,BEL,Total,41,,,,
2024,BEL,Total,43,,,,
2025,BEL,Total,44,,,,
2010,BRA,Total,0.00035,,,,
2011,BRA,Total,0.00028,,,,
2012,BRA,Total,0.0013,,,,
2013,BRA,Total,0.0024,,,,
2014,BRA,Total,0.0022,,,,
2015,BRA,Total,0.0042,,,,
2016,BRA,Total,0.011,,,,
2017,BRA,Total,0.023,,,,
2018,BRA,Total,0.02,,,,
2019,BRA,Total,0.084,,,,
2020,BRA,Total,0.16,,,,
2021,BRA,Total,0.92,,,,
2022,BRA,Total,1.2,,,,
2023,BRA,Total,3,,,,
2024,BRA,Total,6.4,,,,
2025,BRA,Total,9,,,,
2015,BGR,Total,0.09,,,,
2016,BGR,Total,0.05,,,,
2017,BGR,Total,0.34,,,,
2018,BGR,Total,0.64,,,,
2019,BGR,Total,0.67,,,,
2020,BGR,Total,0,,,,
2021,BGR,Total,2.2,,,,
2022,BGR,Total,4,,,,
2023,BGR,Total,5.8,,,,
2024,BGR,Total,5,,,,
2025,BGR,Total,6,,,,
2021,KHM,Total,0.059,,,,
2022,KHM,Total,0.45,,,,
2023,KHM,Total,0.67,,,,
2024,KHM,Total,2.9,,,,
2025,KHM,Total,5,,,,
2011,CAN,Total,0.041,,,,
2012,CAN,Total,0.14,,,,
2013,CAN,Total,0.22,,,,
2014,CAN,Total,0.35,,,,
2015,CAN,Total,0.45,,,,
2016,CAN,Total,0.76,,,,
2017,CAN,Total,1,,,,
2018,CAN,Total,2.8,,,,
2019,CAN,Total,3.4,,,,
2020,CAN,Total,4.2,,,,
2021,CAN,Total,6.4,,,,
2022,CAN,Total,9.5,,,,
2023,CAN,Total,13,,,,
2024,CAN,Total,17,,,,
2025,CAN,Total,11,,,,
2011,CHL,Total,0.0024,,,,
2012,CHL,Total,0.002,,,,
2013,CHL,Total,0.0019,,,,
2014,CHL,Total,0.0079,,,,
2015,CHL,Total,0.019,,,,
2016,CHL,Total,0.015,,,,
2017,CHL,Total,0.064,,,,
2018,CHL,Total,0.08,,,,
2019,CHL,Total,0.14,,,,
2020,CHL,Total,0.2,,,,
2021,CHL,Total,0.29,,,,
2022,CHL,Total,0.6,,,,
2023,CHL,Total,0.75,,,,
2024,CHL,Total,2.1,,,,
2025,CHL,Total,4,,,,
2010,CHN,Total,0.01,,,,
2011,CHN,Total,0.034,,,,
2012,CHN,Total,0.073,,,,
2013,CHN,Total,0.096,,,,
2014,CHN,Total,0.41,,,,
2015,CHN,Total,1.1,,,,
2016,CHN,Total,1.5,,,,
2017,CHN,Total,2.4,,,,
2018,CHN,Total,4.7,,,,
2019,CHN,Total,5,,,,
2020,CHN,Total,5.7,,,,
2021,CHN,Total,16,,,,
2022,CHN,Total,29,,,,
2023,CHN,Total,38,,,,
2024,CHN,Total,48,,,,
2025,CHN,Total,53,,,,
2011,COL,Total,0.00042,,,,
2012,COL,Total,0.011,,,,
2013,COL,Total,0.0096,,,,
2014,COL,Total,0.01,,,,
2015,COL,Total,0.017,,,,
2016,COL,Total,0.025,,,,
2017,COL,Total,0.074,,,,
2018,COL,Total,0.26,,,,
2019,COL,Total,0.56,,,,
2020,COL,Total,0.77,,,,
2021,COL,Total,1.4,,,,
2022,COL,Total,2.2,,,,
2023,COL,Total,3.6,,,,
2024,COL,Total,7.6,,,,
2025,COL,Total,10,,,,
2015,CRI,Total,0.029,,,,
2016,CRI,Total,0.22,,,,
