year,geo,disagg,value
2010,WLD,Total,1082.8
2011,WLD,Total,1199.1
2012,WLD,Total,1199.3
2013,WLD,Total,1105.6
2014,WLD,Total,1493.0
2015,WLD,Total,1708.4
2016,WLD,Total,1475.1
2017,WLD,Total,1410.4
2018,WLD,Total,1499.1
2019,WLD,Total,1558.2
2020,WLD,Total,1437.0
2021,WLD,Total,1593.6
2022,WLD,Total,1690.5
2010,WLD,Management of plastics,63.6
2011,WLD,Management of plastics,37.9
2012,WLD,Management of plastics,24.7
2013,WLD,Management of plastics,51.2
2014,WLD,Management of plastics,65.1
2015,WLD,Management of plastics,75.1
2016,WLD,Management of plastics,72.4
2017,WLD,Management of plastics,66.9
2018,WLD,Management of plastics,89.2
2019,WLD,Management of plastics,127.4
2020,WLD,Management of plastics,163.4
2021,WLD,Management of plastics,304.0
2022,WLD,Management of plastics,264.6
2010,WLD,Ocean pollution from land,1019.2
2011,WLD,Ocean pollution from land,1161.3
2012,WLD,Ocean pollution from land,1174.5
2013,WLD,Ocean pollution from land,1054.4
2014,WLD,Ocean pollution from land,1427.9
2015,WLD,Ocean pollution from land,1633.4
2016,WLD,Ocean pollution from land,1402.7
2017,WLD,Ocean pollution from land,1343.5
2018,WLD,Ocean pollution from land,1409.9
2019,WLD,Ocean pollution from land,1430.8
2020,WLD,Ocean pollution from land,1273.6
2021,WLD,Ocean pollution from land,1289.6
2022,WLD,Ocean pollution from land,1425.8
2018,WLD,By Manufaturing Industries,9.3
2019,WLD,By Manufaturing Industries,9.8
2020,WLD,By Manufaturing Industries,8.3
2021,WLD,By Manufaturing Industries,8.3
2022,WLD,By Manufaturing Industries,4.1
2012,WLD,By Energy Production and Distribution,11.3
2013,WLD,By Energy Production and Distribution,11.5
2014,WLD,By Energy Production and Distribution,12.1
2015,WLD,By Energy Production and Distribution,12.6
2016,WLD,By Energy Production and Distribution,12.6
2017,WLD,By Energy Production and Distribution,12.1
2018,WLD,By Energy Production and Distribution,11.8
2019,WLD,By Energy Production and Distribution,12.1
2020,WLD,By Energy Production and Distribution,11.0
2021,WLD,By Energy Production and Distribution,8.9
2022,WLD,By Energy Production and Distribution,3.2
2012,WLD,By Construction,13.7
2013,WLD,By Construction,14.2
2014,WLD,By Construction,14.5
2015,WLD,By Construction,16.1
2016,WLD,By Construction,16.9
2017,WLD,By Construction,16.4
2018,WLD,By Construction,15.6
2019,WLD,By Construction,17.2
2020,WLD,By Construction,14.0
2021,WLD,By Construction,11.8
2022,WLD,By Construction,3.8
2012,WLD,By Services,4.6
2013,WLD,By Services,4.3
2014,WLD,By Services,4.8
2015,WLD,By Services,4.6
2016,WLD,By Services,6.2
2017,WLD,By Services,5.6
2018,WLD,By Services,5.6
2019,WLD,By Services,6.2
2020,WLD,By Services,5.6
2021,WLD,By Services,5.6
2022,WLD,By Services,2.1
2012,WLD,By Households,5.4
2013,WLD,By Households,5.1
2014,WLD,By Households,5.4
2015,WLD,By Households,4.8
2016,WLD,By Households,5.1
2017,WLD,By Households,4.3
2018,WLD,By Households,4.8
2019,WLD,By Households,5.1
2020,WLD,By Households,4.3
2021,WLD,By Households,4.3
2022,WLD,By Households,2.1
