year,geo,disagg,value
2001,WLD,Total,2
2002,WLD,Total,3
2004,WLD,Total,1
2005,WLD,Total,2
2006,WLD,Total,1
2007,WLD,Total,4
2009,WLD,Total,4
2010,WLD,Total,3
2011,WLD,Total,7
2012,WLD,Total,3
2013,WLD,Total,14
2014,WLD,Total,8
2015,WLD,Total,227
2016,WLD,Total,28
2017,WLD,Total,62
2018,WLD,Total,52
2019,WLD,Total,151
2020,WLD,Total,172
2021,WLD,Total,308
2022,WLD,Total,533
2023,WLD,Total,1081
2024,WLD,Total,928
2025,WLD,Total,122
2001,WLD,Gas,1
2001,WLD,Gas and Condensate,0
2001,WLD,Oil,1
2001,WLD,Oil and Gas,0
2002,WLD,Gas,0
2002,WLD,Gas and Condensate,0
2002,WLD,Oil,0
2002,WLD,Oil and Gas,3
2004,WLD,Gas,0
2004,WLD,Gas and Condensate,0
2004,WLD,Oil,0
2004,WLD,Oil and Gas,1
2005,WLD,Gas,1
2005,WLD,Gas and Condensate,0
2005,WLD,Oil,0
2005,WLD,Oil and Gas,1
2006,WLD,Gas,0
2006,WLD,Gas and Condensate,0
2006,WLD,Oil,1
2006,WLD,Oil and Gas,0
2007,WLD,Gas,0
2007,WLD,Gas and Condensate,0
2007,WLD,Oil,4
2007,WLD,Oil and Gas,0
2009,WLD,Gas,1
2009,WLD,Gas and Condensate,0
2009,WLD,Oil,1
2009,WLD,Oil and Gas,2
2010,WLD,Gas,0
2010,WLD,Gas and Condensate,0
2010,WLD,Oil,1
2010,WLD,Oil and Gas,2
2011,WLD,Gas,2
2011,WLD,Gas and Condensate,0
2011,WLD,Oil,2
2011,WLD,Oil and Gas,3
2012,WLD,Gas,0
2012,WLD,Gas and Condensate,0
2012,WLD,Oil,0
2012,WLD,Oil and Gas,3
2013,WLD,Gas,9
2013,WLD,Gas and Condensate,0
2013,WLD,Oil,3
2013,WLD,Oil and Gas,2
2014,WLD,Gas,1
2014,WLD,Gas and Condensate,0
2014,WLD,Oil,2
2014,WLD,Oil and Gas,5
2015,WLD,Gas,14
2015,WLD,Gas and Condensate,0
2015,WLD,Oil,72
2015,WLD,Oil and Gas,141
2016,WLD,Gas,9
2016,WLD,Gas and Condensate,0
2016,WLD,Oil,7
2016,WLD,Oil and Gas,12
2017,WLD,Gas,11
2017,WLD,Gas and Condensate,0
2017,WLD,Oil,14
2017,WLD,Oil and Gas,37
2018,WLD,Gas,12
2018,WLD,Gas and Condensate,0
2018,WLD,Oil,14
2018,WLD,Oil and Gas,26
2019,WLD,Gas,36
2019,WLD,Gas and Condensate,1
2019,WLD,Oil,42
2019,WLD,Oil and Gas,72
2020,WLD,Gas,44
2020,WLD,Gas and Condensate,1
2020,WLD,Oil,45
2020,WLD,Oil and Gas,82
2021,WLD,Gas,44
2021,WLD,Gas and Condensate,0
2021,WLD,Oil,73
2021,WLD,Oil and Gas,191
2022,WLD,Gas,153
2022,WLD,Gas and Condensate,0
2022,WLD,Oil,66
2022,WLD,Oil and Gas,314
2023,WLD,Gas,139
2023,WLD,Gas and Condensate,6
2023,WLD,Oil,207
2023,WLD,Oil and Gas,729
2024,WLD,Gas,117
2024,WLD,Gas and Condensate,4
2024,WLD,Oil,132
2024,WLD,Oil and Gas,675
2025,WLD,Gas,26
2025,WLD,Gas and Condensate,0
2025,WLD,Oil,23
2025,WLD,Oil and Gas,73
2019,AGO,Total,1
2020,AGO,Total,9
2021,AGO,Total,19
2022,AGO,Total,15
2023,AGO,Total,22
2024,AGO,Total,19
2021,ALB,Total,1
2016,ARE,Total,1
2018,ARE,Total,2
2019,ARE,Total,1
2020,ARE,Total,1
2021,ARE,Total,6
2022,ARE,Total,2
2023,ARE,Total,19
2024,ARE,Total,3
2025,ARE,Total,1
2022,ARG,Total,15
2024,ARG,Total,23
2022,AUS,Total,1
2023,AUS,Total,12
2024,AUS,Total,15
2023,AUT,Total,2
2024,AUT,Total,1
2014,AZE,Total,1
2018,AZE,Total,1
2020,AZE,Total,3
2021,AZE,Total,2
2022,AZE,Total,3
2023,AZE,Total,11
2024,AZE,Total,4
2020,BGD,Total,5
2023,BGD,Total,2
2023,BHR,Total,2
2016,BOL,Total,1
2023,BOL,Total,3
2024,BOL,Total,11
2010,BRA,Total,1
2012,BRA,Total,1
2019,BRA,Total,3
2020,BRA,Total,1
2021,BRA,Total,2
2022,BRA,Total,9
2023,BRA,Total,25
2024,BRA,Total,49
2015,BRB,Total,4
2021,BRB,Total,2
2009,BRN,Total,1
2010,BRN,Total,1
2017,BRN,Total,2
2021,BRN,Total,1
2022,BRN,Total,3
2023,BRN,Total,3
2024,BRN,Total,3
2019,CAN,Total,1
2020,CAN,Total,1
2022,CAN,Total,41
2023,CAN,Total,2
2024,CAN,Total,2
2020,CHL,Total,1
1992,CHN,Total,1
2016,CHN,Total,1
2017,CHN,Total,1
2018,CHN,Total,2
2019,CHN,Total,1
2020,CHN,Total,2
2021,CHN,Total,4
2022,CHN,Total,9
2023,CHN,Total,47
2024,CHN,Total,64
2020,CIV,Total,2
2022,CIV,Total,1
2023,CIV,Total,1
2024,CIV,Total,2
2014,CMR,Total,1
2023,CMR,Total,1
2024,CMR,Total,2
2016,COG,Total,1
2017,COG,Total,1
2019,COG,Total,3
2020,COG,Total,3
2021,COG,Total,1
2022,COG,Total,3
2024,COG,Total,2
2019,COL,Total,39
2022,COL,Total,9
2023,COL,Total,239
2024,COL,Total,1
2025,COL,Total,1
2001,CUB,Total,1
2013,CUB,Total,1
2017,CUB,Total,2
2019,CUB,Total,1
2020,CUB,Total,1
2021,CUB,Total,1
2023,CUB,Total,3
2024,CYP,Total,5
2019,DEU,Total,2
2022,DEU,Total,48
2025,DEU,Total,2
2015,DNK,Total,2
2019,DNK,Total,1
2020,DNK,Total,2
2022,DNK,Total,11
2023,DNK,Total,4
2024,DNK,Total,1
2025,DNK,Total,3
2009,DZA,Total,1
2012,DZA,Total,1
2018,DZA,Total,3
2019,DZA,Total,2
2020,DZA,Total,3
2021,DZA,Total,10
2022,DZA,Total,10
2023,DZA,Total,16
2024,DZA,Total,11
2025,DZA,Total,2
2018,ECU,Total,3
2021,ECU,Total,40
2022,ECU,Total,50
2024,ECU,Total,1
2005,EGY,Total,1
2013,EGY,Total,1
2014,EGY,Total,1
2015,EGY,Total,4
2016,EGY,Total,4
2017,EGY,Total,1
2019,EGY,Total,4
2020,EGY,Total,12
2021,EGY,Total,17
2022,EGY,Total,9
2023,EGY,Total,21
2024,EGY,Total,17
2025,EGY,Total,10
1989,ESP,Total,1
2022,ETH,Total,5
2013,FRA,Total,2
2021,GAB,Total,1
2023,GAB,Total,1
2015,GBR,Total,2
2016,GBR,Total,1
2018,GBR,Total,4
2019,GBR,Total,9
2020,GBR,Total,1
2021,GBR,Total,2
2022,GBR,Total,4
2023,GBR,Total,37
2024,GBR,Total,254
2025,GBR,Total,2
2022,GHA,Total,2
2023,GHA,Total,2
2024,GHA,Total,1
2019,GRD,Total,1
2020,GTM,Total,4
2022,GUY,Total,2
2023,GUY,Total,9
2024,GUY,Total,11
2025,GUY,Total,2
2019,HUN,Total,1
2023,HUN,Total,1
2016,IDN,Total,2
2017,IDN,Total,1
2018,IDN,Total,2
2019,IDN,Total,1
2021,IDN,Total,7
2022,IDN,Total,6
2023,IDN,Total,31
2024,IDN,Total,26
2025,IDN,Total,4
2015,IND,Total,1
2017,IND,Total,25
2019,IND,Total,1
2021,IND,Total,5
2022,IND,Total,4
2023,IND,Total,7
2024,IND,Total,18
2025,IND,Total,3
2017,IRL,Total,3
2018,IRL,Total,1
2019,IRL,Total,2
2020,IRL,Total,1
2021,IRL,Total,4
2023,IRL,Total,4
2001,IRN,Total,1
2005,IRN,Total,1
2007,IRN,Total,3
2009,IRN,Total,1
2013,IRN,Total,2
2014,IRN,Total,1
2015,IRN,Total,44
2016,IRN,Total,3
2017,IRN,Total,6
2019,IRN,Total,6
2020,IRN,Total,4
2021,IRN,Total,6
2022,IRN,Total,6
2023,IRN,Total,6
2024,IRN,Total,4
2025,IRN,Total,4
2018,IRQ,Total,2
2019,IRQ,Total,3
2020,IRQ,Total,5
2021,IRQ,Total,2
2022,IRQ,Total,7
2023,IRQ,Total,13
2024,IRQ,Total,29
2019,ISR,Total,1
2022,ISR,Total,1
2024,ISR,Total,13
2011,ITA,Total,1
2013,ITA,Total,1
2018,ITA,Total,1
2019,ITA,Total,1
2020,ITA,Total,30
2021,ITA,Total,1
2022,ITA,Total,1
2023,ITA,Total,1
2024,ITA,Total,1
2025,ITA,Total,1
2020,JAM,Total,1
2023,JPN,Total,1
2013,KAZ,Total,1
2014,KAZ,Total,2
2015,KAZ,Total,2
2018,KAZ,Total,3
2019,KAZ,Total,2
2020,KAZ,Total,7
2021,KAZ,Total,4
2022,KAZ,Total,5
2023,KAZ,Total,17
2024,KAZ,Total,5
2025,KAZ,Total,7
2022,KEN,Total,1
2023,KEN,Total,1
2016,KWT,Total,1
2017,KWT,Total,1
2018,KWT,Total,1
2020,KWT,Total,3
2021,KWT,Total,3
2023,KWT,Total,1
2024,KWT,Total,1
2025,KWT,Total,2
2011,LBY,Total,2
2017,LBY,Total,7
2018,LBY,Total,3
2019,LBY,Total,2
2020,LBY,Total,4
2021,LBY,Total,2
2022,LBY,Total,6
2023,LBY,Total,6
2024,LBY,Total,9
2025,LBY,Total,1
2024,MAR,Total,1
2022,MDG,Total,1
2021,MEX,Total,1
2023,MEX,Total,55
2024,MEX,Total,4
2023,MMR,Total,5
2024,MMR,Total,1
2019,MOZ,Total,3
2020,MOZ,Total,2
2021,MOZ,Total,7
2022,MOZ,Total,4
2024,MOZ,Total,1
2018,MRT,Total,1
2019,MRT,Total,1
2024,MRT,Total,1
2025,MRT,Total,1
2006,MYS,Total,1
2011,MYS,Total,1
2014,MYS,Total,1
2015,MYS,Total,1
2016,MYS,Total,1
2018,MYS,Total,3
2019,MYS,Total,3
2020,MYS,Total,4
2021,MYS,Total,7
2022,MYS,Total,6
2023,MYS,Total,22
2024,MYS,Total,21
2025,MYS,Total,3
2022,NAM,Total,1
2023,NAM,Total,2
2024,NAM,Total,3
2002,NGA,Total,3
2004,NGA,Total,1
2011,NGA,Total,1
2013,NGA,Total,2
2015,NGA,Total,135
2018,NGA,Total,5
2019,NGA,Total,3
2020,NGA,Total,4
2021,NGA,Total,10
2022,NGA,Total,13
2023,NGA,Total,10
2024,NGA,Total,63
2025,NGA,Total,1
2023,NLD,Total,163
2024,NLD,Total,1
2022,NOR,Total,8
2023,NOR,Total,5
2024,NOR,Total,125
2025,NOR,Total,1
2022,NZL,Total,3
2023,NZL,Total,2
2012,OMN,Total,1
2016,OMN,Total,1
2017,OMN,Total,3
2018,OMN,Total,2
2019,OMN,Total,5
2020,OMN,Total,6
2021,OMN,Total,5
